tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0062417,movie,Un épais manteau de sang,Un épais manteau de sang,1,1968,,88,"Crime,Drama",6.1,18
tt0063631,movie,Space Thing,Space Thing,1,1968,,70,"Comedy,Sci-Fi",4.1,309
tt0064929,movie,The Amorous Headmaster,Sangen om den røde rubin,1,1970,,107,"Comedy,Drama",4.6,55
tt0065197,movie,We All Go Down,We All Go Down,1,1969,,73,Drama,4.8,18
tt0065383,movie,All the Lovin' Kinfolk,All the Lovin' Kinfolk,1,1970,,84,"Comedy,Drama",5.3,27
tt0065397,movie,The Adult Workshop of Love,Anatomie des Liebesaktes,1,1970,,90,Adult,6.1,15
tt0065442,movie,Bacchanale,Bacchanale,1,1970,,70,"Adult,Fantasy,Horror",5.9,150
tt0065676,movie,Dirty Lovers,La débauche,1,1971,,110,Drama,5.8,35
tt0065869,movie,Why Do They Do It?,Hvorfor gør de det?,1,1971,,90,"Adult,Documentary",4.8,56
tt0066055,movie,Man & Wife: An Educational Film for Married Adults,Man & Wife: An Educational Film for Married Adults,1,1969,,65,"Adult,Drama",6.5,63
tt0066092,movie,Mona: The Virgin Nymph,Mona: The Virgin Nymph,1,1970,,71,"Adult,Comedy",4.3,208
tt0066357,movie,Nightmares Come at Night,Les cauchemars naissent la nuit,1,1970,,85,"Crime,Drama,Horror",4.9,732
tt0066821,movie,Sabena,Beichte einer Liebestollen,1,1971,,88,"Adult,Comedy",3.9,61
tt0066925,movie,Code Name: Raw-Hide,Code Name: Raw-Hide,1,1971,,,"Adult,Adventure,Comedy",4.3,12
tt0067143,movie,Bordellet,Bordellet,1,1972,,82,"Adult,Comedy",5.0,77
tt0067181,movie,Hard on the Trail,Hard on the Trail,1,1972,,78,"Action,Adult,Western",5.6,15
tt0067218,movie,Hot Circuit,Hot Circuit,1,1971,,83,Adult,5.2,36
tt0067479,movie,'Necromania': A Tale of Weird Love!,'Necromania': A Tale of Weird Love!,1,1971,,54,"Adult,Horror",3.4,564
tt0067533,movie,The Only House in Town,The Only House in Town,1,1971,,54,"Action,Adult,Drama",4.4,98
tt0067821,movie,1001 Danish Delights,Takt og tone i himmelsengen,1,1972,,85,Comedy,4.4,131
tt0068169,movie,An Act of Confession,An Act of Confession,1,1972,,60,Adult,4.8,61
tt0068260,movie,Behind the Green Door,Behind the Green Door,1,1972,,72,"Adult,Drama",5.8,2393
tt0068269,movie,Swingin' Models,Bettkarriere,1,1972,,85,"Adult,Comedy",4.2,58
tt0068468,movie,Deep Throat,Deep Throat,1,1972,,61,"Adult,Comedy",5.0,7138
tt0068533,movie,The Elevator,The Elevator,1,1972,,63,Adult,5.4,21
tt0068740,movie,The Incredible Body Snatchers,The Incredible Body Snatchers,1,1973,,58,Adult,4.2,18
tt0068745,movie,Intime Liebschaften,Intime Liebschaften,1,1980,,93,"Adult,Comedy",6.0,47
tt0068948,movie,Millie's Homecoming,Millie's Homecoming,1,1971,,65,"Adult,Comedy",5.6,66
tt0068987,movie,Voluptuous Vixens,Mädchen mit offenen Lippen,1,1972,,75,Comedy,5.1,57
tt0069236,movie,Score,Score,1,1973,,90,"Adult,Comedy,Drama",5.8,1394
tt0069831,movie,Butterfly,Butterflies,1,1975,,112,"Adult,Drama",5.4,455
tt0069969,movie,The Devil in Miss Jones,The Devil in Miss Jones,1,1973,,67,"Adult,Drama,Fantasy",6.1,1733
tt0070209,movie,Danish Pastries,I Jomfruens tegn,1,1973,,84,"Adult,Comedy",5.3,472
tt0070232,movie,It Happened in Hollywood,It Happened in Hollywood,1,1973,,68,"Adult,Comedy",6.5,69
tt0070410,movie,More Ways Than One!,More Ways Than One!,1,1973,,49,Adult,4.8,17
tt0070602,movie,Resurrection of Eve,Resurrection of Eve,1,1973,,85,"Adult,Drama,Romance",5.4,262
tt0070674,movie,Sex Thief,The Sex Thief,1,1973,,93,Comedy,4.6,431
tt0070696,movie,The Sinful Dwarf,Dværgen,1,1973,,95,"Adult,Crime,Horror",4.9,1693
tt0070803,movie,Tijuana Blue,Tijuana Blue,1,1971,,58,"Adult,Comedy",4.3,53
tt0070817,movie,Tongue,Tongue,1,1976,,80,"Adult,Drama",5.0,43
tt0070879,movie,Bibi,Vild på sex,1,1974,,120,"Drama,Romance",4.9,317
tt0070910,movie,Wam Bam Thank You Spaceman,Wam Bam Thank You Spaceman,1,1975,,75,"Adult,Comedy,Sci-Fi",3.3,715
tt0071103,movie,Perverse Adolescence,Adolescence pervertie,1,1974,,104,"Adult,Drama,Romance",4.8,103
tt0071239,movie,The Infamous House of Madame X,"Le bordel, 1ère époque; 1900",1,1974,,90,Drama,4.1,43
tt0071287,movie,Case of the Full Moon Murders,Case of the Full Moon Murders,1,1973,,65,"Comedy,Horror",4.5,135
tt0071522,movie,Penetration,French Blue,1,1974,,90,"Adult,Documentary",5.9,64
tt0071643,movie,In the Sign of the Taurus,I Tyrens tegn,1,1974,,99,"Adult,Comedy,Romance",5.3,486
tt0071701,movie,Erotic Diary,Le journal érotique d'un bûcheron,1,1973,,101,"Adult,Comedy",4.1,111
tt0071779,movie,Love Lies Waiting,Love Lies Waiting,1,1974,,59,"Adult,Comedy",3.7,15
tt0071980,movie,Voodoo Sexy,Il pavone nero,1,1975,,90,"Adult,Adventure",4.7,91
tt0071990,movie,Perverted Passion,Perverted Passion,1,1974,,62,"Adult,Horror",5.4,42
tt0072013,movie,Second Coming of Eva,Porr i skandalskolan,1,1974,,93,"Adult,Comedy",5.5,243
tt0072035,movie,The Private Afternoons of Pamela Mann,The Private Afternoons of Pamela Mann,1,1974,,83,"Adult,Comedy",6.4,438
tt0072106,movie,Gunfight at OQ Corral,Règlements de femmes à O.Q. Corral,1,1978,,83,"Adult,Western",4.4,58
tt0072146,movie,Naked Sex,Le sexe nu,1,1973,,79,Drama,5.7,31
tt0072188,movie,Sometime Sweet Susan,Sometime Sweet Susan,1,1975,,85,"Adult,Drama",5.7,126
tt0072192,movie,La soubrette perverse,La soubrette perverse,1,1978,,,,4.5,23
tt0072321,movie,Triple Play,Triple Play,1,1971,,57,Adult,3.4,23
tt0072378,movie,Voir Malte et mourir,Voir Malte et mourir,1,1976,,90,Comedy,6.6,8
tt0072647,movie,Angel Number 9,Angel Number 9,1,1974,,75,"Adult,Drama,Fantasy",5.8,124
tt0072678,movie,Les baiseuses,Les baiseuses,1,1972,,85,"Adult,Drama",4.9,29
tt0072736,movie,Breaking Point,Breaking Point,1,1975,,95,"Adult,Thriller",5.8,411
tt0072865,movie,Les deux gouines,Les deux gouines,1,1975,,,Adult,4.3,27
tt0072899,movie,Surrogate Romance,La donneuse,1,1976,,74,"Adult,Drama",4.8,105
tt0072959,movie,Exhibition,Exhibition,1,1975,,110,"Adult,Biography,Documentary",5.6,126
tt0072967,movie,Fanny,Fanny,1,1975,,58,"Adult,Comedy",5.3,18
tt0072974,movie,The Farmer's Daughters,The Farmer's Daughters,1,1976,,60,Adult,4.8,271
tt0072985,movie,Les 69 positions,Les 69 positions,1,1976,,90,Adult,5.3,13
tt0073120,movie,Honey Pie,Honey Pie,1,1976,,84,Adult,6.5,74
tt0073125,movie,House of De Sade,House of De Sade,1,1977,,60,"Adult,Horror",5.3,81
tt0073128,movie,How Sweet It Is!,How Sweet It Is!,1,1978,,64,"Adult,Fantasy",5.5,16
tt0073141,movie,In the Sign of the Gemini,I Tvillingernes tegn,1,1975,,97,"Adult,Comedy,Drama",5.2,360
tt0073173,movie,Inside Marilyn Chambers,Inside Marilyn Chambers,1,1975,,75,"Adult,Biography,Documentary",7.3,72
tt0073222,movie,Justine & Juliette,Justine och Juliette,1,1975,,91,"Adult,Comedy",5.1,262
tt0073264,movie,Ta mej i dalen,Ta mej i dalen,1,1977,,78,"Adult,Comedy,Drama",4.5,81
tt0073356,movie,M*A*S*H'd,M*A*S*H'd,1,1976,,74,Adult,5.5,39
tt0073390,movie,Felicia,Les mille et une perversions de Felicia,1,1975,,96,"Adult,Drama",5.7,332
tt0073431,movie,Come to My Bedside,Der må være en sengekant!,1,1975,,92,"Adult,Comedy",5.0,271
tt0073437,movie,Naked Came the Stranger,Naked Came the Stranger,1,1975,,83,"Adult,Comedy,Drama",6.1,265
tt0073452,movie,Night Caller,Night Caller,1,1976,,75,"Adult,Crime",6.1,56
tt0073472,movie,Nøglehullet,Nøglehullet,1,1974,,85,"Adult,Comedy",4.3,79
tt0073492,movie,Oriental Blue,Oriental Blue,1,1975,,85,"Adult,Crime,Drama",6.2,100
tt0073551,movie,La planque 1,La planque 1,1,1975,,72,,6.3,18
tt0073589,movie,The Image,The Image,1,1975,,89,"Adult,Drama",6.2,1957
tt0073632,movie,Rolls Royce Baby,Rolls Royce Baby,1,1975,,84,"Adult,Comedy",4.5,489
tt0073661,movie,Satan Was a Lady,Satan Was a Lady,1,1975,,70,"Adult,Horror",4.8,107
tt0073682,movie,Sensations,Sensations,1,1975,,86,"Adult,Comedy,Drama",6.1,242
tt0073749,movie,The Teenage Prostitution Racket,Storie di vita e malavita (Racket della prostituzione minorile),1,1975,,123,"Adult,Drama,Thriller",5.7,283
tt0073750,movie,The Story of Joanna,The Story of Joanna,1,1975,,84,"Adult,Drama",5.9,326
tt0073791,movie,Teenage Hustler,Teenage Hustler,1,1976,,64,"Adult,Comedy",5.5,34
tt0073806,movie,Thundercrack!,Thundercrack!,1,1975,,160,"Adult,Comedy,Horror",6.0,942
tt0073823,movie,The True Way,The True Way,1,1973,,55,"Adult,Comedy",5.2,19
tt0073860,movie,The Randy Widow,La veuve lubrique,1,1975,,59,,5.8,10
tt0073928,movie,Zimmermädchen machen es gern,Zimmermädchen machen es gern,1,1975,,85,"Adult,Comedy",5.8,139
tt0074095,movie,The Affairs of Janice,The Affairs of Janice,1,1976,,72,Adult,5.4,65
tt0074113,movie,Alice in Wonderland: An X-Rated Musical Fantasy,Alice in Wonderland: An X-Rated Musical Fantasy,1,1976,,88,"Adult,Comedy,Fantasy",6.2,3246
tt0074196,movie,Bel Ami,Bel Ami,1,1976,,104,"Adult,Comedy",5.0,162
tt0074232,movie,La bonne auberge,La bonne auberge,1,1977,,80,,5.4,21
tt0074265,movie,The French Governess,Calde labbra,1,1976,,97,"Adult,Drama",4.7,73
tt0074269,movie,"Call Me Angel, Sir","Call Me Angel, Sir",1,1976,,73,Adult,4.1,19
tt0074392,movie,Den 'k---' släkten,Den 'k---' släkten,1,1976,,79,"Adult,Comedy",5.1,63
tt0074403,movie,The Devil Inside Her,The Devil Inside Her,1,1977,,69,"Adult,Horror",5.9,258
tt0074427,movie,Under the Sheets,La dottoressa sotto il lenzuolo,1,1976,,86,Comedy,4.7,106
tt0074507,movie,"Expose Me, Lovely","Expose Me, Lovely",1,1976,,90,"Adult,Crime,Mystery",5.7,173
tt0074523,movie,Femmes de Sade,Femmes de Sade,1,1976,,85,"Adult,Crime,Drama",6.2,365
tt0074661,movie,In the Sign of the Lion,I Løvens tegn,1,1976,,93,"Adult,Comedy,Romance",5.5,384
tt0074721,movie,Exquisite Pleasure,Suprêmes jouissances,1,1977,,80,Adult,5.7,131
tt0074788,movie,Let My Puppets Come,Let My Puppets Come,1,1976,,75,"Adult,Comedy,Musical",5.0,307
tt0074803,movie,Liquid Lips,Liquid Lips,1,1976,,73,"Adult,Crime,Drama",5.9,77
tt0074807,movie,Little Orphan Dusty,Little Orphan Dusty,1,1978,,84,"Adult,Crime,Drama",6.4,92
tt0074808,movie,Little Orphan Sammy,Little Orphan Sammy,1,1977,,81,"Adult,Comedy",5.1,71
tt0074830,movie,Sweet Taste of Honey,Luxure,1,1976,,80,"Adult,Drama",5.1,126
tt0074871,movie,Die Marquise von Sade,Die Marquise von Sade,1,1976,,79,"Adult,Drama,Horror",4.8,740
tt0074872,movie,Marriage and Other Four Letter Words,Marriage and Other Four Letter Words,1,1974,,61,"Adult,Drama",6.9,58
tt0074965,movie,The Night of Submission,The Night of Submission,1,1976,,59,"Adult,Drama,Fantasy",3.9,44
tt0075018,movie,The Opening of Misty Beethoven,The Opening of Misty Beethoven,1,1976,,85,"Adult,Comedy,Romance",6.7,1438
tt0075071,movie,Les plaisirs fous,Les plaisirs fous,1,1977,,86,Adult,5.3,96
tt0075195,movie,Sex Rink,Sex Rink,1,1976,,72,Adult,4.5,34
tt0075295,movie,Sweet Cakes,Sweet Cakes,1,1976,,80,"Adult,Comedy",6.5,67
tt0075302,movie,Bedside Sailors,Sømænd på sengekanten,1,1976,,89,"Adult,Comedy,Musical",4.5,116
tt0075317,movie,Teenage Dessert,Teenage Dessert,1,1976,,60,Adult,3.1,20
tt0075324,movie,Through the Looking Glass,Through the Looking Glass,1,1976,,91,"Adult,Horror",6.5,522
tt0075381,movie,Veckända i Stockholm,Veckända i Stockholm,1,1976,,64,"Adult,Drama",5.4,43
tt0075390,movie,Vibrations Sexuelles,Vibrations Sexuelles,1,1977,,75,Adult,4.7,122
tt0075418,movie,White Skin Black Thighs,Weiße Haut und schwarze Schenkel,1,1976,,79,"Adult,Drama",4.1,183
tt0075464,movie,Swinging Partners,Échanges de partenaires,1,1976,,70,"Adult,Romance",6.3,68
tt0075642,movie,Agent 69 in the Sign of Scorpio,Agent 69 Jensen i Skorpionens tegn,1,1977,,89,"Adult,Comedy",5.4,444
tt0075643,movie,Agent 69 Jensen in the Sign of Sagittarius,Agent 69 Jensen i Skyttens tegn,1,1978,,91,"Adult,Comedy",4.8,392
tt0075685,movie,Obsessed,Obsessed,1,1977,,75,"Adult,Crime,Drama",6.4,145
tt0075715,movie,Babyface,Babyface,1,1977,,106,"Adult,Comedy",6.1,439
tt0075725,movie,Bangkok Connection,Bangkok porno,1,1977,,80,"Adult,Comedy",6.2,62
tt0075726,movie,Barbara Broadcast,Barbara Broadcast,1,1977,,82,"Adult,Comedy,Drama",6.4,682
tt0075775,movie,Body Love,Body Love,1,1978,,82,Adult,6.3,190
tt0075795,movie,Caligula's Hot Nights,Le calde notti di Caligola,1,1977,,88,"Adult,Comedy",4.1,81
tt0075805,movie,Candi Girl,Candi Girl,1,1979,,63,Adult,5.6,39
tt0075819,movie,"Cathy, fille soumise","Cathy, fille soumise",1,1977,,78,"Adult,Drama",5.8,125
tt0075842,movie,China de Sade,China de Sade,1,1977,,79,"Adult,Drama,Thriller",6.2,54
tt0075943,movie,Dirty Lily,Dirty Lily,1,1978,,75,Adult,6.3,61
tt0075955,movie,The Double Exposure of Holly,The Double Exposure of Holly,1,1976,,75,"Adult,Crime",5.9,102
tt0076006,movie,La perversion d'une jeune mariée,La perversion d'une jeune mariée,1,1978,,70,Adult,5.9,113
tt0076020,movie,Fella,Fella,1,1978,,85,Drama,5.6,23
tt0076103,movie,Les grandes jouisseuses,Les grandes jouisseuses,1,1978,,90,Adult,5.4,127
tt0076158,movie,Hot Cookies,Hot Cookies,1,1977,,70,"Adult,Drama,Horror",5.5,59
tt0076159,movie,Hot Honey,Hot Honey,1,1978,,76,"Adult,Drama",5.3,74
tt0076194,movie,Education of the Baroness,Parties fines,1,1977,,91,"Adult,Comedy",6.4,302
tt0076197,movie,Night Fever,Inonde mon ventre,1,1978,,77,Adult,5.9,44
tt0076198,movie,Inside Jennifer Welles,Inside Jennifer Welles,1,1977,,108,Adult,6.4,133
tt0076203,movie,Invasion of the Love Drones,Invasion of the Love Drones,1,1977,,71,"Adult,Comedy,Sci-Fi",5.1,62
tt0076226,movie,Illusions Within Young Girls,Je suis une belle salope,1,1977,,80,Adult,6.2,89
tt0076235,movie,Jouir jusqu'au délire,Jouir jusqu'au délire,1,1977,,83,Adult,4.4,37
tt0076238,movie,Joy,Joy,1,1977,,75,Adult,6.6,136
tt0076272,movie,Kinkorama,Kinkorama,1,1976,,58,"Adult,Fantasy",5.7,24
tt0076287,movie,Kärleksvirveln,Kärleksvirveln,1,1977,,106,"Adult,Drama",5.2,97
tt0076403,movie,Sex in Sweden,Molly,1,1977,,96,"Adult,Drama",5.4,150
tt0076419,movie,Superwoman,Superwoman,1,1979,,84,"Adult,Comedy,Sci-Fi",5.5,120
tt0076459,movie,9 Lives of a Wet Pussy,9 Lives of a Wet Pussy,1,1976,,70,"Adult,Drama",4.0,541
tt0076487,movie,Odyssey: The Ultimate Trip,Odyssey: The Ultimate Trip,1,1977,,83,"Adult,Drama",6.1,127
tt0076589,movie,La rabatteuse,La rabatteuse,1,1978,,90,"Adult,Comedy",6.0,165
tt0076616,movie,Rentre c'est bon,Rentre c'est bon,1,1978,,75,Adult,3.8,9
tt0076787,movie,Swedish Sorority Girls,Swedish Sorority Girls,1,1978,,90,Adult,5.7,28
tt0076848,movie,Un dîner très spécial,Un dîner très spécial,1,1977,,,Adult,5.8,11
tt0076880,movie,Vices cachés de Miss Aubépine,Vices cachés de Miss Aubépine,1,1977,,75,Adult,4.6,12
tt0076887,movie,The Violation of Claudia,The Violation of Claudia,1,1977,,61,"Adult,Drama",5.2,132
tt0076907,movie,Water Power,Water Power,1,1977,,71,"Adult,Horror,Thriller",6.0,466
tt0076930,movie,A Woman's Torment,A Woman's Torment,1,1977,,84,"Adult,Horror",5.5,281
tt0077146,movie,All About Gloria Leonard,All About Gloria Leonard,1,1978,,90,Adult,6.6,68
tt0077186,movie,Auditions,Auditions,1,1978,,82,"Comedy,Drama",4.5,162
tt0077201,movie,Baise-moi partout,Baise-moi partout,1,1978,,73,Adult,4.9,36
tt0077252,movie,Blue Movie,Blue Movie,1,1978,,81,"Adult,Horror,Thriller",4.6,391
tt0077258,movie,Bordel SS,Bordel SS,1,1978,,84,"Adult,Drama,War",4.1,183
tt0077293,movie,Candy Stripers,Candy Stripers,1,1978,,84,"Adult,Comedy",5.9,280
tt0077331,movie,Chorus Call,Chorus Call,1,1978,,79,"Adult,Drama,Musical",5.5,89
tt0077367,movie,Consultorio sexológico,Consultorio sexológico,1,1980,,90,"Adult,Comedy",4.9,17
tt0077415,movie,Debbie Does Dallas,Debbie Does Dallas,1,1978,,80,"Adult,Comedy",5.8,3088
tt0077464,movie,Double Your Pleasure,Double Your Pleasure,1,1978,,79,Adult,5.9,74
tt0077467,movie,Dr. Love and His Strange House of Perversion,Dr. Love and His Strange House of Perversion,1,1977,,62,"Adult,Comedy",4.5,11
tt0077483,movie,Ecstasy in Blue,Ecstasy in Blue,1,1976,,78,"Adult,Drama,Horror",5.0,42
tt0077491,movie,El Paso Wrecking Corp.,El Paso Wrecking Corp.,1,1978,,64,Adult,6.9,119
tt0077510,movie,Erotic Adventures of Candy,Erotic Adventures of Candy,1,1978,,84,"Adult,Comedy",5.4,284
tt0077550,movie,Fiona on Fire,Fiona on Fire,1,1978,,107,"Adult,Mystery",6.6,105
tt0077585,movie,From Holly with Love,From Holly with Love,1,1978,,81,Adult,6.3,57
tt0077590,movie,Fäbodjäntan,Fäbodjäntan,1,1978,,115,"Adult,Comedy,Fantasy",5.7,396
tt0077637,movie,Grimpe-moi dessus... et fais-moi mal,Grimpe-moi dessus... et fais-moi mal,1,1978,,66,,4.4,10
tt0077677,movie,High School Bunnies,High School Bunnies,1,1978,,81,"Adult,Comedy",4.7,47
tt0077693,movie,Honeymoon Haven,Honeymoon Haven,1,1977,,82,Adult,5.6,40
tt0077767,movie,I Burn All Over,Je brûle de partout,1,1979,,82,"Adventure,Crime",4.1,282
tt0077777,movie,Jouir!,Jouir!,1,1978,,78,Adult,4.6,44
tt0077824,movie,Kärleksön,Kärleksön,1,1977,,105,Adult,5.1,117
tt0077855,movie,Little Blue Box,Little Blue Box,1,1979,,95,"Adult,Comedy",5.5,77
tt0077857,movie,Little Girls Blue,Little Girls Blue,1,1978,,75,"Adult,Drama",6.3,255
tt0077909,movie,Maraschino Cherry,Maraschino Cherry,1,1977,,83,"Adult,Comedy,Drama",6.2,197
tt0077939,movie,Heiße Feigen,Heiße Feigen,1,1979,,71,"Adult,Comedy",5.8,62
tt0078031,movie,Ondées brûlantes,Ondées brûlantes,1,1978,,84,Adult,5.7,60
tt0078072,movie,People,People,1,1978,,74,"Adult,Comedy",5.8,45
tt0078112,movie,Pretty Peaches,Pretty Peaches,1,1978,,91,"Adult,Comedy,Horror",6.3,650
tt0078125,movie,The Pussycat Ranch,The Pussycat Ranch,1,1978,,92,"Adult,Comedy,Western",5.5,65
tt0078179,movie,For Members Only,Rosemarie's Schleckerland - Frühstück bei Fickany's,1,1979,,78,"Adult,Comedy",6.0,58
tt0078302,movie,The House of Fantasies,Soumission,1,1979,,68,"Adult,Drama",5.5,145
tt0078334,movie,Studentinnen-Report,Studentinnen-Report,1,1978,,81,"Adult,Comedy",5.0,70
tt0078359,movie,Take Off,Take Off,1,1978,,103,"Adult,Comedy,Fantasy",6.9,181
tt0078409,movie,Tortured Woman,Tortured Woman,1,1976,,58,"Adult,Comedy,Crime",5.5,18
tt0078727,movie,800 Fantasy Lane,800 Fantasy Lane,1,1979,,77,"Adult,Comedy",5.7,173
tt0078733,movie,Adolescentes au pensionnat,Adolescentes au pensionnat,1,1981,,83,Adult,4.9,22
tt0078781,movie,Anna cuisses entrouvertes,Anna cuisses entrouvertes,1,1979,,,Adult,5.4,30
tt0078821,movie,Babylon Pink,Babylon Pink,1,1979,,77,"Adult,Comedy,Drama",5.7,205
tt0078824,movie,Bad Penny,Bad Penny,1,1978,,79,"Adult,Comedy",6.3,72
tt0078829,movie,A Baroness and Her Servant,A Baroness and Her Servant,1,1980,,,Adult,5.8,27
tt0078840,movie,Josephine,Die Beichte der Josefine Mutzenbacher,1,1978,,94,Adult,6.8,118
tt0078929,movie,Cameriera senza... malizia,Cameriera senza... malizia,1,1980,,103,Adult,4.9,51
tt0078939,movie,Captain Lust,Captain Lust,1,1977,,80,"Adult,Adventure,Comedy",6.3,86
tt0079074,movie,Dracula Sucks,Dracula Sucks,1,1978,,95,"Adult,Horror",4.9,548
tt0079112,movie,Eros Hotel,Eros Hotel,1,1980,,90,Comedy,4.2,53
tt0079134,movie,Fantasy,Fantasy,1,1979,,82,Adult,6.9,86
tt0079165,movie,For Richer for Poorer,For Richer for Poorer,1,1979,,70,"Adult,Drama,Fantasy",6.3,55
tt0079166,movie,For the Love of Pleasure,For the Love of Pleasure,1,1979,,71,Adult,6.3,104
tt0079175,movie,French Kiss,French Kiss,1,1979,,65,"Adult,Comedy",6.2,21
tt0079184,movie,The Fur Trap,The Fur Trap,1,1978,,72,Adult,5.0,26
tt0079274,movie,Secret Passions,Das Haus der geheimen Lüste,1,1980,,115,"Adult,Comedy",5.8,78
tt0079279,movie,Heat Wave,Heat Wave,1,1977,,72,Adult,5.0,31
tt0079290,movie,Her Name Was Lisa,Her Name Was Lisa,1,1979,,88,"Adult,Drama",5.8,271
tt0079306,movie,Hot Rackets,Hot Rackets,1,1979,,81,"Adult,Comedy",6.2,150
tt0079318,movie,Hurlements d'extase,Hurlements d'extase,1,1979,,,,4.3,23
tt0079356,movie,Jack+Jill,Jack+Jill,1,1979,,74,"Adult,Comedy,Romance",6.0,114
tt0079385,movie,Justine and the Whip,Justine,1,1979,,95,Adult,5.2,149
tt0079452,movie,The Legend of Lady Blue,The Legend of Lady Blue,1,1978,,90,"Adult,Drama",6.1,112
tt0079460,movie,Lenny's Comeback,Lenny's Comeback,1,1979,,57,Adult,3.4,14
tt0079469,movie,Liebesvögel,Liebesvögel,1,1979,,81,"Adult,Comedy,Romance",5.6,37
tt0079487,movie,The Love Couch,The Love Couch,1,1978,,82,Adult,5.6,19
tt0079512,movie,Malabimba,Malabimba,1,1979,,100,"Adult,Drama,Horror",5.6,1067
tt0079566,movie,MisBehavin',MisBehavin',1,1978,,85,Adult,7.0,69
tt0079599,movie,Mystique,Mystique,1,1979,,77,"Adult,Drama,Horror",6.1,219
tt0079603,movie,N.Y. Babes,N.Y. Babes,1,1979,,73,Adult,6.3,54
tt0079629,movie,The Night Bird,The Night Bird,1,1977,,76,"Adult,Drama",4.6,48
tt0079726,movie,Pleasure Palace,Pleasure Palace,1,1979,,80,Adult,5.9,64
tt0079796,movie,Take Me Down,Le retour des veuves,1,1980,,84,"Adult,Comedy",5.9,100
tt0079853,movie,Satin Suite,Satin Suite,1,1979,,80,"Adult,Comedy",6.1,31
tt0079895,movie,Sharon in the Rough,Sharon in the Rough,1,1976,,59,Adult,5.3,12
tt0079913,movie,Skin-Flicks,Skin-Flicks,1,1978,,85,"Adult,Crime,Drama",5.9,141
tt0079949,movie,Star Virgin,Star Virgin,1,1979,,78,"Adult,Comedy,Sci-Fi",5.5,184
tt0079975,movie,Sweet Savage,Sweet Savage,1,1979,,76,"Adult,Western",4.7,172
tt0079976,movie,Sweet Throat,Sweet Throat,1,1980,,61,Adult,6.9,23
tt0080011,movie,That Lucky Stiff,That Lucky Stiff,1,1980,,79,"Adult,Comedy",6.1,46
tt0080023,movie,Tigresses and Other Man-eaters,Tigresses and Other Man-eaters,1,1979,,103,"Adult,Comedy",6.3,170
tt0080061,movie,A Very Special Woman,Une femme spéciale,1,1979,,90,"Adult,Crime",4.3,119
tt0080063,movie,Unnatural Family,Unnatural Family,1,1979,,53,Adult,4.9,10
tt0080145,movie,Woman in Love: A Story of Madame Bovary,Woman in Love: A Story of Madame Bovary,1,1978,,86,"Adult,Drama,Romance",6.5,181
tt0080390,movie,Atraco a sexo armado,Atraco a sexo armado,1,1980,,92,"Comedy,Crime",4.2,28
tt0080433,movie,A Place Beyond Shame,A Place Beyond Shame,1,1980,,72,Adult,5.4,106
tt0080451,movie,Blue Ecstasy in New York,Blue Ecstasy in New York,1,1980,,90,"Adult,Drama",6.1,51
tt0080452,movie,Blue Erotic Climax,Blue Erotic Climax,1,1980,,71,Adult,4.0,30
tt0080460,movie,Bon Appétit,Bon Appétit,1,1980,,90,"Adult,Comedy,Romance",5.5,215
tt0080463,movie,Vierges et débauchées,Vierges et débauchées,1,1980,,62,"Adult,Romance",6.3,23
tt0080490,movie,Sechs Schwedinnen auf Ibiza,Sechs Schwedinnen auf Ibiza,1,1981,,84,"Adult,Comedy",4.5,173
tt0080543,movie,Le journal érotique d'une Thaïlandaise,Le journal érotique d'une Thaïlandaise,1,1980,,73,"Adult,Adventure",3.8,146
tt0080553,movie,Co-Ed Fever,Co-Ed Fever,1,1980,,89,"Adult,Comedy",5.9,333
tt0080669,movie,Emanuelle's Perverse Outburst,Unleashed Perversions of Emanuelle,1,1983,,97,Adult,3.5,86
tt0080677,movie,Randy,Randy,1,1980,,72,"Adult,Comedy,Sci-Fi",6.4,103
tt0080681,movie,Emmanuelle Goes to Cannes,Emmanuelle à Cannes,1,1986,,77,Adult,4.9,109
tt0080693,movie,The Erotic Dreams of a Lady,Altri desideri particolari,1,1983,,84,"Adult,Crime,Romance",2.9,22
tt0080706,movie,Exposed,Exposed,1,1981,,86,Adult,7.0,43
tt0080720,movie,Fascination,Fascination,1,1980,,79,"Adult,Comedy",7.3,206
tt0080794,movie,Girls U.S.A.,Girls U.S.A.,1,1980,,71,"Adult,Drama",6.3,176
tt0080815,movie,"Greta, Monica, Suzel...","Greta, Monica, Suzel...",1,1980,,82,Adult,5.1,51
tt0080887,movie,Honey Throat,Honey Throat,1,1980,,75,"Adult,Romance",6.1,64
tt0080892,movie,Hotel Paradise,Orinoco: Prigioniere del sesso,1,1980,,101,"Action,Adult,Adventure",4.4,348
tt0080927,movie,Insatiable,Insatiable,1,1980,,77,"Adult,Drama",6.3,693
tt0080949,movie,"Je te suce, tu me suces, il nous...","Je te suce, tu me suces, il nous...",1,1979,,,,5.1,12
tt0081077,movie,The Love Syndrome,The Love Syndrome,1,1979,,77,Adult,5.8,15
tt0081090,movie,Luscious,Luscious,1,1982,,73,Adult,5.5,39
tt0081260,movie,October Silk,October Silk,1,1980,,85,Adult,5.4,55
tt0081322,movie,Pénétrations vicieuses,Pénétrations vicieuses,1,1979,,75,Adult,4.9,14
