tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0124544,movie,Female Chauvinists,Female Chauvinists,1,1976,,89,"Adult,Adventure",5.3,111
tt0124547,movie,Fetishes of Monique,Fetishes of Monique,1,1976,,60,Adult,5.9,11
tt0124560,movie,The Fire in Francesca,The Fire in Francesca,1,1977,,59,"Adult,Crime,Mystery",6.7,34
tt0124563,movie,First Time at Cherry High,First Time at Cherry High,1,1984,,82,Adult,6.3,173
tt0124573,movie,Flesh and Laces,Flesh and Laces,1,1983,,95,Adult,5.4,63
tt0124574,movie,Flesh and Laces: Part II,Flesh and Laces: Part II,1,1983,,85,Adult,5.7,46
tt0124576,movie,Flesh Factory,Flesh Factory,1,1971,,78,"Adult,Mystery",5.3,13
tt0124577,movie,La Grande Lèche,La Grande Lèche,1,1979,,84,Adult,5.4,34
tt0124596,movie,Forced Entry,Forced Entry,1,1973,,83,"Adult,Horror",4.9,725
tt0124598,movie,Foreplay,Foreplay,1,1982,,77,"Adult,Comedy",4.5,159
tt0124603,movie,A Formal Faucett,A Formal Faucett,1,1978,,67,"Adult,Comedy",5.2,70
tt0124606,movie,Four Women in Trouble,Four Women in Trouble,1,1970,,60,"Adult,Drama",4.0,36
tt0124610,movie,Foxy Lady,Foxy Lady,1,1977,,69,Adult,5.2,48
tt0124612,movie,Frat House,Frat House,1,1979,,80,"Adult,Comedy",5.2,143
tt0124616,movie,French Schoolgirls,French Schoolgirls,1,1976,,,Adult,5.4,11
tt0124626,movie,Les félines,Les félines,1,1972,,90,"Adult,Drama",4.8,51
tt0124627,movie,Tokyo fundoshi geisha,Tokyo fundoshi geisha,1,1975,,83,"Adult,Comedy",5.0,9
tt0124637,movie,Peach Fuzz,Peach Fuzz,1,1976,,66,Adult,5.7,29
tt0124640,movie,Getting Lucky,Getting Lucky,1,1983,,81,Adult,6.0,43
tt0124650,movie,A Girl Like That,A Girl Like That,1,1979,,60,"Adult,Comedy,Drama",4.3,24
tt0124667,movie,Girls on Fire,Girls on Fire,1,1984,,72,"Adult,Comedy",6.2,98
tt0124669,movie,Virginités à prendre,Virginités à prendre,1,1981,,75,Adult,4.6,29
tt0124673,movie,Glitter,Glitter,1,1983,,80,"Adult,Comedy",6.0,61
tt0124674,movie,Go Fly a Kite,Go Fly a Kite,1,1973,,55,"Adult,Comedy",4.1,17
tt0124675,movie,Go on Your Own Way,Go Your Own Way,1,1979,,56,"Adult,Comedy",5.8,12
tt0124680,movie,Golden Girls: The Movie,Golden Girls: The Movie,1,1983,,81,"Adult,Drama",6.1,64
tt0124693,movie,Great Sexpectations,Great Sexpectations,1,1984,,85,"Adult,Comedy",7.0,103
tt0124694,movie,Groupies Galore,Groupies Galore,1,1983,,90,Adult,3.9,13
tt0124696,movie,Guess Who's Coming This Weekend,Guess Who's Coming This Weekend,1,1973,,65,"Adult,Comedy",3.0,12
tt0124708,movie,Hard Soap Hard Soap,Hard Soap Hard Soap,1,1977,,76,"Adult,Comedy,Romance",5.8,153
tt0124723,movie,Head Set,Head Set,1,1973,,59,Adult,5.2,7
tt0124727,movie,Heat of the Moment,Heat of the Moment,1,1983,,59,Adult,5.4,11
tt0124730,movie,Heaven's Touch,Heaven's Touch,1,1983,,88,"Adult,Comedy,Fantasy",4.9,169
tt0124731,movie,Heavenly Desire,Heavenly Desire,1,1979,,89,"Adult,Comedy,Fantasy",5.6,143
tt0124735,movie,La villa,La villa,1,1975,,73,Adult,4.8,30
tt0124740,movie,Her Total Response,Her Total Response,1,1977,,56,Adult,4.6,20
tt0124741,movie,Her Wicked Ways,Her Wicked Ways,1,1983,,78,"Adult,Comedy",5.9,58
tt0124818,movie,Orgasmo esotico,Orgasmo esotico,1,1982,,89,"Adult,Horror",4.3,65
tt0124833,movie,Perverse,La nymphomane perverse,1,1977,,77,Adult,5.5,33
tt0124835,movie,Erotic Pleasures,Les plaisirs solitaires,1,1976,,80,Adult,5.7,64
tt0124927,movie,Weekend Fantasies,Weekend Fantasies,1,1980,,73,Adult,5.4,17
tt0125076,movie,Erotica: A Journey Into Female Sexuality,Erotica: A Journey Into Female Sexuality,1,1997,,75,Documentary,7.3,14
tt0125104,movie,French Postcard,French Postcard,1,1983,,,Adult,7.6,10
tt0125124,movie,HHHHot! TV,HHHHot! TV,1,1988,,86,Adult,4.3,104
tt0125125,movie,HHHHot! TV 2,HHHHot! TV 2,1,1988,,,Adult,5.9,105
tt0125140,movie,High Priestess of Sexual Witchcraft,High Priestess of Sexual Witchcraft,1,1973,,63,"Adult,Drama,Horror",4.7,47
tt0125141,movie,High Rise,High Rise,1,1973,,65,"Adult,Comedy",6.8,71
tt0125142,movie,High School Fantasies,High School Fantasies,1,1974,,72,"Adult,Comedy",4.8,110
tt0125143,movie,High School Memories,High School Memories,1,1981,,94,"Adult,Comedy,Drama",6.5,167
tt0125146,movie,The Hippy Hooker,The Hippy Hooker,1,1974,,58,Adult,3.9,11
tt0125153,movie,Hollywood She-Wolves,Hollywood She-Wolves,1,1976,,86,Adult,4.3,17
tt0125158,movie,The Honey Cup,The Honey Cup,1,1976,,,Adult,7.8,9
tt0125159,movie,Honky Tonk Nights,Honky Tonk Nights,1,1978,,71,"Action,Comedy,Drama",5.0,52
tt0125168,movie,Hot Dreams,Hot Dreams,1,1983,,84,"Adult,Drama",6.0,68
tt0125169,movie,Hot Legs,Hot Legs,1,1979,,73,"Adult,Comedy,Drama",5.8,70
tt0125172,movie,"Sweet, Sweet Freedom","Sweet, Sweet Freedom",1,1976,,75,"Adult,Comedy",6.2,29
tt0125173,movie,Hot Pistols,Hot Pistols,1,1972,,57,Adult,5.7,23
tt0125174,movie,Hot Pursuit,Hot Pursuit,1,1983,,90,Adult,6.1,51
tt0125175,movie,Hot Teenage Assets,Hot Teenage Assets,1,1978,,65,Adult,5.7,28
tt0125188,movie,The Hottest Show in Town,Sex-cirkusse,1,1974,,76,Adult,6.1,88
tt0125193,movie,House of Sin,House of Sin,1,1982,,71,"Adult,Horror,Mystery",5.7,54
tt0125197,movie,Hungry-Eyed Woman,Hungry-Eyed Woman,1,1973,,60,"Adult,Fantasy,Romance",4.2,19
tt0125202,movie,Hypersexuals,Hypersexuals,1,1986,,79,Adult,6.6,19
tt0125203,movie,Hypnorotica,Hypnorotica,1,1973,,70,"Adult,Drama",4.7,36
tt0125220,movie,Illusions of a Lady,Illusions of a Lady,1,1974,,70,Adult,6.6,35
tt0125231,movie,...in the Pink,...in the Pink,1,1983,,86,"Adult,Drama",5.7,40
tt0125234,movie,Indecent Adultery,Misuteiku,1,1995,,64,Adult,4.8,8
tt0125243,movie,Insane Desires,Insane Desires,1,1978,,57,"Adult,Comedy",5.5,9
tt0125246,movie,Inside Georgina Spelvin,Inside Georgina Spelvin,1,1973,,60,Adult,5.5,38
tt0125247,movie,Inside Pussycat,Inside Pussycat,1,1977,,54,Adult,4.1,10
tt0125257,movie,Intimate Desires,Intimate Desires,1,1978,,74,Adult,5.5,34
tt0125265,movie,Is the Doctor in?,Is the Doctor In?,1,1978,,48,Adult,4.6,9
tt0125269,movie,The Jade Pussycat,The Jade Pussycat,1,1977,,80,"Adult,Comedy,Crime",6.1,151
tt0125270,movie,Jail Bait,Jail Bait,1,1977,,82,Adult,5.4,49
tt0125277,movie,Jezebel,Jezebel,1,1979,,80,"Adult,Drama,Fantasy",5.1,21
tt0125282,movie,Joe Rock Superstar,Joe Rock Superstar,1,1973,,54,"Adult,Comedy,Music",5.0,41
tt0125283,movie,Joint Venture,Joint Venture,1,1977,,67,Adult,5.5,32
tt0125286,movie,The Journey of O,The Journey of O,1,1976,,75,Adult,5.3,55
tt0125287,movie,The Joy of Fooling Around,The Joy of Fooling Around,1,1978,,93,"Adult,Crime",4.8,30
tt0125294,movie,Juliet and Romeo,Romeo e Giulietta,1,1996,,87,"Adult,Drama,Romance",5.5,54
tt0125296,movie,Justine: 'A Matter of Innocence',Justine: 'A Matter of Innocence',1,1980,,84,"Adult,Drama",5.2,147
tt0125300,movie,Kate & the Indians,Kate & the Indians,1,1979,,83,"Adult,Comedy,Western",5.9,99
tt0125315,movie,Kiss and Tell,Kiss and Tell,1,1980,,72,Adult,5.7,27
tt0125329,movie,L.A. Tool & Die,L.A. Tool & Die,1,1979,,86,Adult,8.3,101
tt0125330,movie,Ladies Night,Ladies Night,1,1980,,74,Adult,6.4,70
tt0125331,movie,Lady Dynamite,Lady Dynamite,1,1983,,79,"Adult,Drama",5.1,66
tt0125359,movie,Let's Get Physical,Let's Get Physical,1,1983,,78,"Adult,Drama",5.6,128
tt0125363,movie,The Liberty Belles,The Liberty Belles,1,1973,,58,"Adult,Comedy",4.6,15
tt0125364,movie,Lickity-Split,Lickity-Split,1,1974,,65,Adult,2.9,29
tt0125368,movie,Like Mother... Like Daughter,Like Mother... Like Daughter,1,1972,,75,"Adult,Drama",4.2,52
tt0125369,movie,The Likes of Louise,The Likes of Louise,1,1974,,59,"Adult,Drama",3.6,15
tt0125371,movie,Lingerie,Lingerie,1,1984,,84,"Adult,Crime,Drama",6.6,20
tt0125373,movie,Lip Service,Lip Service,1,1974,,59,"Adult,Comedy",4.6,11
tt0125375,movie,Lipps & McCain,Lipps & McCain,1,1978,,85,"Adult,Comedy,Western",5.1,32
tt0125377,movie,A Little Bit of... Hanky Panky,A Little Bit of... Hanky Panky,1,1984,,75,Adult,6.1,265
tt0125431,movie,The Naughty Victorians: An Erotic Tale of a Maiden's Revenge,The Naughty Victorians: An Erotic Tale of a Maiden's Revenge,1,1975,,83,"Adult,Comedy",5.9,189
tt0125488,movie,The Secret Garden Part II,The Secret Garden Part II,1,1992,,83,"Adult,Drama,Fantasy",6.0,37
tt0125528,movie,Talk Dirty to Me Part III,Talk Dirty to Me Part III,1,1984,,75,"Adult,Comedy",6.3,335
tt0125599,movie,Working Girls,Working Girls,1,1985,,,"Adult,Comedy",6.1,121
tt0125707,movie,La comtesse Ixe,La comtesse Ixe,1,1976,,84,"Adult,Comedy,Mystery",4.0,99
tt0125725,movie,Douces pénétrations,Douces pénétrations,1,1976,,75,"Adult,Comedy",4.4,30
tt0125727,movie,The Ecstasy Girls,The Ecstasy Girls,1,1979,,97,"Adult,Comedy,Drama",6.0,223
tt0125777,movie,Hard Penetration,Hard Penetration,1,1977,,80,Adult,3.7,27
tt0125806,movie,Schoolgirl Hitchhikers,Jeunes filles impudiques,1,1973,,74,"Comedy,Crime,Drama",4.3,598
tt0125834,movie,Little Darlin's,Little Darlin's,1,1981,,85,Adult,6.9,47
tt0125838,movie,Little Girls Lost...,Little Girls Lost...,1,1983,,95,"Adult,Drama",5.8,184
tt0125840,movie,Little Me and Marla Strangelove,Little Me and Marla Strangelove,1,1978,,85,Adult,6.4,53
tt0125843,movie,Little Sisters,Little Sisters,1,1972,,49,"Adult,Comedy",5.2,109
tt0125845,movie,La locanda della maladolescenza,La locanda della maladolescenza,1,1980,,81,"Adult,Drama",5.8,58
tt0125848,movie,Lolita 2000,Lolita 2000,1,1990,,78,"Adult,Drama",4.7,40
tt0125849,movie,Lollipop Palace,Lollipop Palace,1,1976,,76,"Adult,Comedy",4.9,34
tt0125852,movie,Long Hard Nights,Long Hard Nights,1,1984,,79,Adult,5.5,16
tt0125855,movie,Loose Times at Ridley High,Loose Times at Ridley High,1,1984,,72,Adult,6.5,165
tt0125857,movie,Love Airlines,Love Airlines,1,1978,,,Adult,5.9,30
tt0125860,movie,A Game of Love,A Game of Love,1,1974,,87,Adult,6.6,10
tt0125865,movie,Love Slaves,Love Slaves,1,1976,,88,"Adult,Crime,Drama",5.6,129
tt0125871,movie,Love in Maid,Love in Maid,1,1975,,59,Adult,3.6,16
tt0125872,movie,Linda Lovelace Meets Miss Jones,Linda Lovelace Meets Miss Jones,1,1975,,69,Adult,5.9,41
tt0125884,movie,Lust Inferno,Lust Inferno,1,1982,,80,Adult,5.5,66
tt0125892,movie,Lèvres entrouvertes,Lèvres entrouvertes,1,1978,,,Adult,5.9,11
tt0125894,movie,Madame Zenobia,Madame Zenobia,1,1973,,78,"Adult,Drama,Horror",4.7,50
tt0125895,movie,"Madame, nuda è arrivata la straniera","Madame, nuda è arrivata la straniera",1,1989,,68,Drama,4.9,9
tt0125911,movie,The Many Loves of Jennifer,The Many Loves of Jennifer,1,1991,,82,,3.0,80
tt0125914,movie,Marilyn and the Senator,Marilyn and the Senator,1,1975,,125,"Adult,Comedy",5.2,80
tt0125916,movie,Marquis de Sade,Marquis de Sade,1,1994,,85,Adult,5.4,166
tt0125917,movie,Mary! Mary!,Mary! Mary!,1,1977,,80,"Adult,Comedy,Fantasy",5.6,189
tt0125919,movie,Massage Parlor Wife,Massage Parlor Wife,1,1975,,81,Comedy,6.3,44
tt0125921,movie,Matinee Idol,Matinee Idol,1,1984,,88,"Adult,Drama",5.9,161
tt0125925,movie,Maxines' Dating Service,Maxines' Dating Service,1,1973,,61,"Adult,Comedy",5.7,17
tt0125926,movie,Meatball,Meatball,1,1972,,69,"Adult,Comedy,Sci-Fi",6.0,77
tt0125930,movie,Melanie's Hot Line,Melanie's Hot Line,1,1975,,59,Adult,5.5,17
tt0125985,movie,The Seduction of Amy,Phantasmes,1,1975,,88,"Adult,Horror",4.9,163
tt0126024,movie,Secret Desire,Secret Desire,1,1975,,56,"Adult,Horror",3.7,29
tt0126098,movie,Ten Little Maidens,Ten Little Maidens,1,1985,,88,"Adult,Comedy,Mystery",5.6,167
tt0126288,movie,Erotic Flash,Erotic Flash,1,1981,,,Adult,6.1,42
tt0126358,movie,Intimo profondo,Intimo profondo,1,1989,,99,Drama,5.1,27
tt0126425,movie,Midnight Desires,Midnight Desires,1,1976,,73,Adult,6.8,64
tt0126445,movie,The Mistress,The Mistress,1,1982,,73,Adult,5.2,155
tt0126453,movie,On My Lips,Una moglie molto infedele,1,1988,,81,Adult,5.4,51
tt0126454,movie,Moments of Love,Moments of Love,1,1983,,87,Adult,5.3,169
tt0126457,movie,More Than Sisters,More Than Sisters,1,1979,,92,"Adult,Horror,Mystery",5.5,63
tt0126460,movie,More Than a Voyeur,More Than a Voyeur,1,1973,,60,Adult,5.7,14
tt0126462,movie,The Most Valuable Pussy,The Most Valuable Pussy,1,1975,,59,"Adult,Comedy",6.2,12
tt0126465,movie,The Mount of Venus,The Mount of Venus,1,1975,,66,"Adult,Comedy",4.5,70
tt0126476,movie,My Sister Seka,My Sister Seka,1,1981,,79,Adult,6.4,38
tt0126491,movie,Nanci Blue,Nanci Blue,1,1979,,,Adult,4.4,150
tt0126494,movie,Nasty Girls,Nasty Girls,1,1983,,71,"Adult,Drama,Romance",6.8,23
tt0126502,movie,Naughty Cheerleaders,Naughty Cheerleaders,1,1985,,83,Adult,6.2,157
tt0126503,movie,Naughty Girls Need Love Too,Naughty Girls Need Love Too,1,1983,,96,"Adult,Comedy,Drama",7.0,222
tt0126512,movie,Niccole... The Story of 'O',Niccole... The Story of 'O',1,1975,,52,"Adult,Drama",6.2,41
tt0126515,movie,Night Hunger,Night Hunger,1,1983,,80,Adult,6.0,65
tt0126529,movie,Nightlife,Nightlife,1,1982,,73,Adult,5.8,66
tt0126533,movie,Million Dollar Mona,Million Dollar Mona,1,1973,,58,"Adult,Comedy,Crime",5.1,19
tt0126563,movie,Olympic Fever,Olympic Fever,1,1980,,80,"Adult,Comedy,Drama",6.2,206
tt0126564,movie,Ole!,Ole!,1,1971,,63,"Adult,Comedy",6.4,25
tt0126566,movie,On White Satin,On White Satin,1,1980,,75,Adult,6.5,58
tt0126576,movie,Cave Women,Cave Women,1,1979,,61,"Adult,Sci-Fi",4.9,67
tt0126577,movie,Once in a Lifetime,Once in a Lifetime,1,1975,,50,Adult,3.8,12
tt0126578,movie,Once... and for All,Once... and for All,1,1977,,57,"Adult,Comedy",4.9,16
tt0126581,movie,One Page of Love,One Page of Love,1,1979,,89,"Adult,Drama",5.3,41
tt0126583,movie,The Temptress,The Temptress,1,1982,,74,Adult,5.8,134
tt0126591,movie,The Other Side of Julie,The Other Side of Julie,1,1978,,88,Adult,7.1,92
tt0126596,movie,Over Sexposure,Over Sexposure,1,1973,,60,Adult,5.2,10
tt0126597,movie,Overnight Sensation,Overnight Sensation,1,1976,,74,"Adult,Drama,Fantasy",5.0,63
tt0126620,movie,Porno Esotic Love,Porno Esotic Love,1,1980,,103,"Adult,Drama",3.6,170
tt0126629,movie,Racconto immorale,Racconto immorale,1,1989,,97,Drama,5.6,25
tt0126657,movie,Black Sex,Sesso nero,1,1980,,88,"Adult,Drama,Horror",4.8,201
tt0126683,movie,Super Hard Love,Super Hard Love,1,1982,,92,Adult,4.5,20
tt0126718,movie,Il vizio preferito di mia moglie,Il vizio preferito di mia moglie,1,1988,,77,Adult,5.8,48
tt0126719,movie,La voglia,La voglia,1,1981,,94,Adult,4.2,32
tt0126786,movie,Arsenal of Fear,Arsenal of Fear,1,1992,,,"Adult,Drama",5.8,7
tt0126860,movie,The Debauchers,The Debauchers,1,1970,,76,"Adult,Drama,Thriller",5.6,36
tt0127070,movie,Panty Girls,Panty Girls,1,1972,,57,"Adult,Comedy",3.8,39
tt0127072,movie,Paprika: The Last Italian Whore,Paprika,1,1995,,96,"Adult,Drama,Romance",4.4,117
tt0127090,movie,The Passions of Carol,The Passions of Carol,1,1975,,76,"Adult,Comedy,Fantasy",6.5,88
tt0127095,movie,Peaches and Cream,Peaches and Cream,1,1981,,78,"Adult,Drama,Romance",5.5,58
tt0127111,movie,Pink Champagne,Pink Champagne,1,1979,,71,"Adult,Comedy",6.9,181
tt0127112,movie,The Pitfalls of Bunny,The Pitfalls of Bunny,1,1977,,60,Adult,5.8,29
tt0127113,movie,Hot & Saucy Pizza Girls,Hot & Saucy Pizza Girls,1,1978,,67,"Adult,Comedy",6.1,315
tt0127116,movie,Plato's: The Movie,Plato's: The Movie,1,1980,,74,"Adult,Comedy,Mystery",5.6,84
tt0127121,movie,Playthings,Playthings,1,1979,,72,"Adult,Comedy,Sci-Fi",5.4,20
tt0127124,movie,Please... Mr. Postman,Please... Mr. Postman,1,1981,,72,"Adult,Comedy",6.6,64
tt0127127,movie,The Pleasure Masters: Kikko & Lil,The Pleasure Masters: Kikko & Lil,1,1974,,68,"Adult,Fantasy",6.4,33
tt0127128,movie,Pleasure Motel,Pleasure Motel,1,1973,,57,Adult,5.2,13
tt0127130,movie,The Pleasures of Innocence,The Pleasures of Innocence,1,1986,,86,Adult,6.1,39
tt0127140,movie,Porno Screentests,Porno Screentests,1,1982,,,Adult,6.0,11
tt0127141,movie,Pornocopia Sensual,Pornocopia Sensual,1,1976,,58,Adult,5.4,17
tt0127145,movie,A Portrait of Seduction,A Portrait of Seduction,1,1976,,76,"Adult,Drama",6.2,67
tt0127161,movie,Prisoner of Paradise,Prisoner of Paradise,1,1980,,75,"Adult,Adventure,Drama",5.4,222
tt0127162,movie,Prisoner of Pleasure,Prisoner of Pleasure,1,1981,,78,"Adult,Crime",6.3,40
tt0127170,movie,The Private Pleasures of John C. Holmes,The Private Pleasures of John C. Holmes,1,1983,,83,Adult,6.4,78
tt0127171,movie,Private Schoolgirls,Private Schoolgirls,1,1983,,74,"Adult,Comedy",5.9,101
tt0127177,movie,The Psychiatrist,The Psychiatrist,1,1978,,98,"Adult,Horror",5.4,50
tt0127187,movie,Purely Physical,Purely Physical,1,1984,,80,Adult,6.5,107
tt0127206,movie,Rampaging Nurses,Rampaging Nurses,1,1971,,56,"Adult,Comedy",4.8,10
tt0127229,movie,Refinements in Love,Refinements in Love,1,1971,,90,Adult,5.3,130
tt0127230,movie,Reflections,Reflections,1,1977,,79,"Adult,Drama",6.1,72
tt0127234,movie,Rendezvous with Anne,Rendezvous with Anne,1,1976,,72,Adult,5.3,9
tt0127244,movie,Reunion,Reunion,1,1976,,67,Adult,5.3,52
tt0127249,movie,Ring of Desire,Ring of Desire,1,1981,,81,Adult,6.6,159
tt0127251,movie,Rip-Off of Millie,Rip-Off of Millie,1,1978,,55,Adult,5.1,17
tt0127255,movie,Road Service,Road Service,1,1973,,61,"Adult,Comedy",5.7,33
tt0127764,movie,Rollerbabies,Rollerbabies,1,1976,,84,"Adult,Comedy,Sci-Fi",5.2,116
tt0127771,movie,The Rose & the Bee,The Rose & the Bee,1,1971,,49,Adult,6.2,5
tt0127773,movie,Round Robin,Round Robin,1,1973,,60,Adult,5.5,9
tt0127786,movie,Samurai Dick,Samurai Dick,1,1984,,,Adult,5.7,22
tt0127787,movie,Sandy Insatiable,Sandy Insatiable,1,1995,,137,Adult,7.7,30
tt0127792,movie,Satisfaction Guaranteed,Satisfaction Guaranteed,1,1976,,58,Adult,3.8,23
tt0127793,movie,Saturday Night Special,Saturday Night Special,1,1976,,61,"Adult,Crime",5.4,26
tt0127795,movie,Savage Lust,Savage Lust,1,1975,,60,"Adult,Crime",6.4,19
tt0127798,movie,Scandalous Simone,Scandalous Simone,1,1985,,91,Adult,6.1,139
tt0127801,movie,A Scent of Heather,A Scent of Heather,1,1980,,99,"Adult,Drama",6.1,149
tt0127802,movie,School Teachers Weekend Vacation,School Teachers Weekend Vacation,1,1972,,57,Adult,4.5,15
tt0127803,movie,The School Teachers,The School Teachers,1,1974,,59,"Adult,Drama",3.9,10
tt0127808,movie,Screwples,Screwples,1,1979,,72,"Adult,Comedy",5.7,56
tt0127812,movie,The Secret Dreams of Mona Q,The Secret Dreams of Mona Q,1,1977,,72,"Adult,Comedy",5.6,36
tt0127824,movie,The Seduction of Lyn Carter,The Seduction of Lyn Carter,1,1974,,76,"Adult,Drama",7.3,89
tt0127830,movie,Sensual Encounters of Every Kind,Sensual Encounters of Every Kind,1,1978,,76,"Adult,Fantasy",5.7,102
tt0127831,movie,Sensuous Caterer,Sensuous Caterer,1,1980,,46,Adult,6.3,8
tt0127832,movie,The Sensuous Detective,The Sensuous Detective,1,1979,,85,"Adult,Comedy",4.8,37
tt0127835,movie,Serena: An Adult Fairytale,Serena: An Adult Fairytale,1,1979,,68,"Adult,Fantasy",4.5,55
tt0127836,movie,The Session,The Session,1,1971,,70,"Adult,Horror",2.8,13
tt0127837,movie,7 Into Snowy,7 Into Snowy,1,1978,,79,"Adult,Comedy,Fantasy",5.8,130
tt0127846,movie,Sex Dreams on Maple Street,Sex Dreams on Maple Street,1,1985,,,Adult,5.9,14
tt0127853,movie,Widow Blue!,Widow Blue!,1,1970,,71,"Adult,Crime,Horror",4.8,166
tt0127854,movie,Sex Roulette,Langues cochonnes,1,1978,,72,Adult,5.5,90
tt0127862,movie,SexWorld,SexWorld,1,1978,,90,"Adult,Horror,Sci-Fi",6.1,643
tt0127864,movie,Sex in the Comics,Sex in the Comics,1,1972,,87,"Adult,Comedy,Fantasy",5.2,104
tt0127865,movie,Sex as You Like It,Sex as You Like It,1,1971,,54,Adult,5.2,25
tt0127869,movie,Sex in abissi,Sex in abissi,1,1993,,,Adult,6.8,131
tt0127874,movie,The Sexaholic,The Sexaholic,1,1989,,74,Adult,3.7,10
tt0127875,movie,Sexcapades,Sexcapades,1,1983,,85,"Adult,Comedy",6.8,104
tt0127876,movie,Sexeo,Sexeo,1,1985,,73,Adult,6.1,25
tt0127877,movie,The Sexorcist,The Sexorcist,1,1974,,61,"Adult,Horror",4.1,117
tt0127879,movie,Sexteen,Sexteen,1,1975,,62,"Adult,Comedy",5.0,34
tt0127880,movie,Sexual Awareness,Sexual Awareness,1,1973,,53,"Adult,Drama",3.6,22
tt0127881,movie,Sexual Ecstasy of the Macumba,Sexual Ecstasy of the Macumba,1,1974,,85,Adult,7.4,53
tt0127918,movie,Tales of the Bizarre,Tales of the Bizarre,1,1982,,61,"Adult,Horror",5.9,51
tt0127920,movie,The Taming of Rebecca,The Taming of Rebecca,1,1982,,68,"Adult,Horror",5.1,223
tt0127927,movie,Terri's Revenge!,Terri's Revenge!,1,1976,,57,"Adult,Crime,Horror",5.5,91
tt0127973,movie,Whatever Happened to Miss September?,Whatever Happened to Miss September?,1,1973,,80,Adult,6.8,53
tt0128035,movie,Alice nel paese delle pornomeraviglie,Alice nel paese delle pornomeraviglie,1,1993,,93,Adult,5.6,56
tt0128060,movie,Erotic Adventures of Little Red Riding Hood,Le avventure erotix di Cappuccetto Rosso,1,1993,,148,Adult,6.2,259
tt0128178,movie,"Ejacula, la vampira","Ejacula, la vampira",1,1992,,91,"Adult,Fantasy,Horror",6.2,168
tt0128202,movie,Fast Cars Fast Women,Fast Cars Fast Women,1,1981,,70,"Adult,Sport",5.5,236
tt0128335,movie,Encounter of the Sexual Kind,Les mauvaises rencontres,1,1980,,63,"Adult,Drama",5.2,48
tt0128477,movie,Sharon,Sharon,1,1977,,64,Adult,5.2,111
tt0128482,movie,She Did What He Wanted,She Did What He Wanted,1,1971,,55,"Adult,Fantasy",6.1,63
tt0128489,movie,Shiela's Payoff,Shiela's Payoff,1,1977,,58,"Adult,Crime",5.0,26
tt0128512,movie,The Sins of Sandra,The Sins of Sandra,1,1977,,52,"Adult,Crime",4.3,9
tt0128514,movie,Sissy's Hot Summer,Sissy's Hot Summer,1,1979,,74,"Adult,Comedy",5.2,58
tt0128519,movie,Ski Ball,Ski Ball,1,1973,,,Adult,4.4,7
tt0128524,movie,Skin on Skin,Skin on Skin,1,1980,,77,"Adult,Drama",5.4,52
tt0128525,movie,Skintight,Skintight,1,1981,,89,"Adult,Drama",6.2,88
tt0128527,movie,Sky Pilot,Sky Pilot,1,1972,,60,"Adult,Drama",7.0,11
tt0128530,movie,Slave of Pleasure,Slave of Pleasure,1,1978,,83,"Adult,Crime,Horror",6.3,73
tt0128536,movie,Sleepy Head,Sleepy Head,1,1973,,84,"Adult,Drama",5.8,90
tt0128539,movie,Slip Up,Slip Up,1,1975,,88,"Adult,Comedy",5.9,48
tt0128544,movie,Small Change,Small Change,1,1978,,56,"Adult,Comedy",5.2,9
tt0128557,movie,Society Affairs,Society Affairs,1,1982,,91,"Adult,Comedy,Crime",6.4,89
tt0128559,movie,Sodom and Gomorrah: The Last Seven Days,Sodom and Gomorrah: The Last Seven Days,1,1975,,99,"Adult,Comedy,Fantasy",5.0,87
tt0128572,movie,The Sorceress,The Sorceress,1,1974,,59,"Adult,Drama,Horror",4.7,52
tt0128577,movie,Sound of Love,Sound of Love,1,1982,,80,Adult,6.5,64
tt0128589,movie,Spirit of Seventy Sex,Spirit of Seventy Sex,1,1976,,65,"Adult,Comedy,History",5.9,83
tt0128595,movie,Squalor Motel,Squalor Motel,1,1985,,80,"Adult,Comedy",5.9,39
tt0128599,movie,Star Babe,Star Babe,1,1977,,80,"Adult,Comedy,Fantasy",4.4,74
tt0128604,movie,Starlet Nights,Starlet Nights,1,1982,,81,Adult,5.7,45
tt0128606,movie,The Starmaker,The Starmaker,1,1982,,85,Adult,5.5,120
tt0128611,movie,Stiff Competition,Stiff Competition,1,1984,,90,"Adult,Comedy",6.2,291
tt0128615,movie,Stormy,Stormy,1,1980,,80,Adult,5.7,66
tt0128616,movie,The Story of Prunella,The Story of Prunella,1,1982,,50,"Adult,Crime,Thriller",6.1,215
tt0128628,movie,Striptease,Striptease,1,1987,,76,Adult,5.2,14
tt0128631,movie,Stud Hunters,Stud Hunters,1,1984,,75,Adult,5.4,55
tt0128641,movie,Suckula,Suckula,1,1973,,54,"Adult,Comedy,Horror",4.7,75
tt0128647,movie,Summer of '72,Summer of '72,1,1987,,76,"Adult,Comedy,Drama",6.1,77
tt0128649,movie,Summertime Blue,Summertime Blue,1,1979,,69,Adult,5.5,72
tt0128657,movie,"Surf, Sand and Sex","Surf, Sand and Sex",1,1987,,76,Adult,5.6,98
tt0128660,movie,Suzie's Take Out Service,Suzie's Take Out Service,1,1976,,58,Adult,5.0,19
