Title,Year,Genres,Rating,Votes
The Devil-Doll,1936.0,"Drama,Horror,Sci-Fi",7.0,5205
Dracula's Daughter,1936.0,"Drama,Fantasy,Horror",6.3,8561
Die ewige Maske,1935.0,"Drama,Horror",6.7,38
Fährmann Maria,1936.0,"Fantasy,Horror,Mystery",6.9,334
Le golem,1936.0,"Fantasy,Horror",6.2,279
Der Hund von Baskerville,1937.0,"Crime,Drama,Horror",5.9,192
The Invisible Ray,1935.0,"Horror,Sci-Fi,Thriller",6.5,3176
The Man Who Changed His Mind,1936.0,"Horror,Sci-Fi",6.6,1280
Pan Twardowski,1936.0,"Fantasy,Horror",6.0,66
Revolt of the Zombies,1936.0,"Adventure,Horror",3.4,1945
The Rogues Tavern,1936.0,"Horror,Mystery",5.2,599
El superloco,1937.0,"Comedy,Horror,Sci-Fi",4.7,41
The Walking Dead,1936.0,"Crime,Drama,Horror",6.6,3317
The House of Secrets,1936.0,"Horror,Mystery",5.1,570
El misterio del rostro pálido,1935.0,"Horror,Mystery,Sci-Fi",6.3,68
SOS Coast Guard,1937.0,"Adventure,Horror,Romance",5.9,278
The Black Doll,1938.0,"Comedy,Crime,Horror",5.6,264
The Patient in Room 18,1938.0,"Comedy,Crime,Horror",5.8,403
The Terror,1938.0,"Crime,Horror,Mystery",5.5,310
The Cat and the Canary,1939.0,"Comedy,Horror,Mystery",7.1,3990
The Dark Eyes of London,1939.0,"Crime,Drama,Horror",5.7,1610
The Devil's Daughter,1939.0,"Drama,Horror",3.3,345
The Face at the Window,1939.0,"Drama,Horror",5.9,840
The Gorilla,1939.0,"Comedy,Horror",4.8,1746
The House of Fear,1939.0,"Crime,Drama,Horror",6.3,169
J'accuse,1938.0,"Drama,Horror,Sci-Fi",7.0,698
The Man They Could Not Hang,1939.0,"Crime,Horror,Sci-Fi",6.8,2063
The Phantom Creeps,1939.0,"Action,Family,Horror",4.7,1154
The Return of Doctor X,1939.0,"Drama,Horror,Mystery",5.7,2698
Son of Frankenstein,1939.0,"Drama,Horror,Sci-Fi",7.1,12393
De spooktrein,1939.0,"Comedy,Crime,Horror",6.8,94
Torture Ship,1939.0,"Horror,Sci-Fi",3.5,487
The Ape,1940.0,Horror,4.7,2154
Before I Hang,1940.0,"Crime,Horror,Sci-Fi",6.1,1491
Four Shall Die,1940.0,"Crime,Horror",5.0,20
The Devil Bat,1940.0,"Horror,Sci-Fi",5.4,3643
The Door with Seven Locks,1940.0,"Drama,Horror,Mystery",5.5,742
Dr. Cyclops,1940.0,"Adventure,Drama,Horror",6.4,3015
The Ghost Breakers,1940.0,"Comedy,Horror,Mystery",7.0,4348
Herencia macabra,1940.0,"Horror,Mystery,Sci-Fi",4.7,33
The Invisible Man Returns,1940.0,"Drama,Horror,Mystery",6.5,5675
The Invisible Woman,1940.0,"Comedy,Horror,Romance",5.9,3604
The Man with Nine Lives,1940.0,"Horror,Mystery,Sci-Fi",6.5,1185
El monje loco,1940.0,"Horror,Mystery",7.0,13
The Mummy's Hand,1940.0,"Adventure,Fantasy,Horror",6.0,4981
Son of Ingagi,1940.0,"Drama,Horror,Mystery",4.3,349
Spellbound,1941.0,"Drama,Horror",5.4,215
You'll Find Out,1940.0,"Comedy,Crime,Horror",6.0,1573
The Devil Commands,1941.0,"Horror,Sci-Fi",6.1,1548
Dr. Jekyll and Mr. Hyde,1941.0,"Drama,Horror,Sci-Fi",6.8,10238
The Ghost Train,1941.0,"Comedy,Horror",6.1,1756
Hold That Ghost,1941.0,"Comedy,Crime,Horror",7.2,4424
Horror Island,1941.0,"Comedy,Crime,Horror",6.0,1039
Invisible Ghost,1941.0,"Crime,Drama,Horror",5.2,2752
King of the Zombies,1941.0,"Adventure,Comedy,Horror",5.2,2626
Lucky Ghost,1942.0,"Comedy,Horror,Thriller",5.7,265
Man Made Monster,1941.0,"Drama,Horror,Romance",6.1,1993
The Monster and the Girl,1941.0,"Crime,Drama,Horror",6.0,812
Mr. Washington Goes to Town,1941.0,"Comedy,Horror",6.2,97
Old Mother Riley's Ghosts,1941.0,"Comedy,Horror",5.3,98
The Smiling Ghost,1941.0,"Comedy,Horror,Mystery",6.4,864
Spooks Run Wild,1941.0,"Comedy,Horror",5.3,1949
The Wolf Man,1941.0,"Horror,Mystery,Romance",7.2,32627
Black Dragons,1942.0,"Horror,Thriller,War",4.3,1330
The Boogie Man Will Get You,1942.0,"Comedy,Horror",5.8,1338
Bowery at Midnight,1942.0,"Crime,Horror,Thriller",5.3,1359
Cat People,1942.0,"Fantasy,Horror,Thriller",7.2,27182
The Corpse Vanishes,1942.0,"Horror,Sci-Fi",4.6,3681
Dr. Renault's Secret,1942.0,"Horror,Mystery,Romance",6.1,573
Das Gespensterhaus,1942.0,"Comedy,Horror,Mystery",6.2,62
The Ghost of Frankenstein,1942.0,"Drama,Horror,Sci-Fi",6.1,7458
The Hidden Hand,1942.0,"Comedy,Horror,Mystery",6.1,702
Invisible Agent,1942.0,"Adventure,Horror,Romance",5.9,2821
The Living Ghost,1942.0,"Horror,Mystery,Thriller",5.3,709
The Mad Monster,1942.0,"Drama,Horror,Romance",3.6,1992
La main du diable,1943.0,"Fantasy,Horror",7.3,1892
The Man Who Wouldn't Die,1942.0,"Comedy,Crime,Horror",6.6,762
Man with Two Lives,1942.0,"Horror,Thriller",5.2,339
The Mummy's Tomb,1942.0,"Drama,Fantasy,Horror",5.5,4064
The Night Has Eyes,1942.0,"Horror,Mystery,Thriller",6.2,893
Sherlock Holmes and the Voice of Terror,1942.0,"Crime,Horror,Mystery",6.4,5412
The Strange Case of Doctor Rx,1942.0,"Horror,Mystery",5.3,646
The Undying Monster,1942.0,"Drama,Horror,Mystery",6.1,1639
Whispering Ghosts,1942.0,"Comedy,Horror,Mystery",5.9,231
The Ape Man,1943.0,"Drama,Horror,Sci-Fi",4.4,1563
The Black Raven,1943.0,"Horror,Mystery",5.5,884
Calling Dr. Death,1943.0,"Drama,Film-Noir,Horror",6.1,1320
Captive Wild Woman,1943.0,"Horror,Sci-Fi",5.4,1095
Le corbeau,1943.0,"Crime,Drama,Horror",7.8,11399
Dead Men Walk,1943.0,"Drama,Horror",4.8,1732
Flesh and Fantasy,1943.0,"Drama,Fantasy,Horror",6.9,1254
Frankenstein Meets the Wolf Man,1943.0,"Fantasy,Horror,Sci-Fi",6.4,10447
Ghosts on the Loose,1943.0,"Comedy,Horror",5.0,1638
The Halfway House,1944.0,"Drama,Fantasy,Horror",6.6,1327
I Walked with a Zombie,1943.0,"Drama,Fantasy,Horror",7.0,14548
Lady of Burlesque,1943.0,"Comedy,Horror,Music",6.3,2923
The Leopard Man,1943.0,"Film-Noir,Horror,Thriller",6.7,6240
The Mad Ghoul,1943.0,"Horror,Sci-Fi,Thriller",5.8,971
The Mysterious Doctor,1943.0,"Horror,Mystery,Thriller",5.7,702
Phantom of the Opera,1943.0,"Drama,Horror,Music",6.4,8797
Revenge of the Zombies,1943.0,"Drama,Horror,Thriller",4.7,898
The Seventh Victim,1943.0,"Drama,Horror,Mystery",6.7,8224
Sherlock Holmes Faces Death,1943.0,"Crime,Horror,Mystery",6.9,5384
Sherlock Holmes in Washington,1943.0,"Horror,Mystery,Thriller",6.7,4952
Son of Dracula,1943.0,"Drama,Fantasy,Horror",6.1,6545
Bluebeard,1944.0,"Crime,Horror,Thriller",5.9,2225
Candles at Nine,1944.0,"Horror,Mystery",5.7,154
Black Magic,1944.0,"Horror,Mystery",6.3,1649
The Climax,1944.0,"Horror,Music,Thriller",5.4,1092
Crazy Knights,1944.0,"Comedy,Horror,Romance",4.8,129
Cry of the Werewolf,1944.0,"Crime,Drama,Horror",5.3,1316
The Curse of the Cat People,1944.0,"Drama,Horror,Mystery",6.7,7520
Ghost Catchers,1944.0,"Comedy,Horror,Music",5.5,219
House of Frankenstein,1944.0,"Fantasy,Horror,Sci-Fi",6.2,8203
The Invisible Man's Revenge,1944.0,"Crime,Horror,Mystery",5.7,2931
Jungle Woman,1944.0,"Drama,Fantasy,Horror",4.6,579
The Lady and the Monster,1944.0,"Horror,Sci-Fi,Thriller",5.7,530
The Lodger,1944.0,"Crime,Horror,Mystery",7.0,4251
The Man in Half Moon Street,1944.0,"Drama,Film-Noir,Horror",6.0,223
The Monster Maker,1944.0,"Horror,Sci-Fi",4.8,1303
The Mummy's Ghost,1944.0,"Fantasy,Horror",5.5,3625
One Body Too Many,1944.0,"Comedy,Horror,Mystery",5.4,1651
