Title,Year,Genres,Rating,Votes
Staying Afloat,1993.0,"Crime,Drama,Mystery",6.0,72
Street Knight,1993.0,"Action,Crime,Drama",5.3,929
Striking Distance,1993.0,"Action,Crime,Mystery",5.9,46563
Sweet Killing,1993.0,"Comedy,Crime,Drama",5.2,129
The Swordsman,1992.0,"Action,Crime,Drama",3.7,470
Sworn to Vengeance,1993.0,"Crime,Thriller",5.1,201
(Sökarna),1993.0,"Action,Crime,Drama",4.7,2365
Tai Zi chuan shuo,1993.0,"Action,Crime,Thriller",5.1,77
Tango,1993.0,"Comedy,Crime",6.2,1398
To hok wai lung III: Lung gwoh gai nin,1993.0,"Comedy,Crime,Mystery",6.2,2218
Telling Secrets,1993.0,"Crime,Mystery,Romance",5.8,291
Thiruda Thiruda,1993.0,"Action,Crime,Drama",7.1,1483
Tout ça... pour ça!,1993.0,"Comedy,Crime,Romance",6.0,871
Trip nach Tunis,1993.0,Crime,8.7,20
True Romance,1993.0,"Crime,Drama,Romance",7.9,250328
The Trust,1993.0,"Crime,Drama,History",5.8,83
A Twist of the Knife,1993.0,"Crime,Drama,Mystery",7.1,276
Two Fathers: Justice for the Innocent,1994.0,"Crime,Drama",5.6,99
Two Small Bodies,1993.0,"Crime,Drama,Romance",5.6,190
U popa byla sobaka...,1993.0,"Action,Crime,Drama",5.8,16
Udzinarta mze,1992.0,"Crime,Drama",8.4,1686
Undercover Blues,1993.0,"Comedy,Crime",6.0,10287
Unnatural Causes,1993.0,"Crime,Drama,Mystery",6.4,336
Vashi paltsy pakhnut ladanom!,1993.0,"Comedy,Crime",5.3,34
La vida conyugal,1993.0,"Comedy,Crime,Drama",6.2,76
We're Talkin' Serious Money,1992.0,"Comedy,Crime",5.4,237
Wai ngoh duk juen,1990.0,"Action,Crime",5.6,137
When the Bough Breaks,1994.0,"Crime,Drama,Mystery",5.9,2136
Without a Kiss Goodbye,1993.0,"Crime,Drama",6.0,202
Wu syu,1993.0,"Action,Crime,Drama",6.6,802
Wu yan de shan qiu,1992.0,"Crime,Drama,History",8.1,435
Heung Gong kei on: Keung gaan,1993.0,"Crime,Horror,Thriller",5.6,651
Ya sama,1993.0,"Crime,Drama",5.3,30
Yi ben man hua chuang tian ya II: Miao xiang tian kai,1993.0,"Comedy,Crime",5.4,134
Yi dai xiao xiong: San zhi qi,1993.0,"Comedy,Crime,Drama",5.6,42
Yin yao hao qing,1992.0,"Action,Crime,Drama",5.5,52
The Young Americans,1993.0,"Crime,Drama",5.7,2842
Yu ye tian mo,1993.0,"Crime,Drama",4.8,16
Zalozhniki dyavola,1993.0,"Crime,Romance",4.4,28
Ji juen mo seung II: Wing ba tin ha,1991.0,"Action,Crime,Drama",5.8,407
Jung on zo,1993.0,"Action,Crime,Drama",6.7,7819
Gefährliche Spiele,1994.0,"Crime,Thriller",7.1,23
71 Fragmente einer Chronologie des Zufalls,1994.0,"Crime,Drama",7.2,9153
999 Sui si hung sau,1994.0,"Crime,Mystery,Thriller",6.3,27
Above the Rim,1994.0,"Crime,Drama,Sport",6.6,17526
Against Their Will,1994.0,"Action,Crime,Drama",5.6,234
Airheads,1994.0,"Comedy,Crime,Music",6.2,57813
Alien Nation: Dark Horizon,1994.0,"Crime,Drama,Sci-Fi",6.5,1571
Amateur,1994.0,"Comedy,Crime,Drama",6.8,7250
American Yakuza,1993.0,"Action,Crime,Drama",5.6,3077
Amor propio,1994.0,"Crime,Drama",5.9,150
Amorosos fantasmas,1994.0,"Crime,Drama,Mystery",5.6,26
L'ange noir,1994.0,"Crime,Drama,Thriller",5.8,564
Anita,1994.0,"Crime,Drama",5.4,112
Anjaam,1994.0,"Crime,Drama,Thriller",6.6,7498
Another Woman,1994.0,"Crime,Drama,Romance",5.9,543
At Ground Zero,1994.0,"Adventure,Comedy,Crime",6.4,45
Baby's Day Out,1994.0,"Adventure,Comedy,Crime",6.2,57727
Back in Action,1994.0,"Action,Crime,Drama",5.4,864
Backstreet Justice,1994.0,"Crime,Drama",4.5,393
Bad Apples,1994.0,"Crime,Drama",6.2,5
Bajrangachi Kamaal,1994.0,"Crime,Drama",7.2,27
Bandit Queen,1994.0,"Biography,Crime,Drama",7.5,5530
Bo fung ngaan,1994.0,"Action,Crime,Fantasy",5.2,51
Bao yu jiao yang,1994.0,"Action,Crime,Drama",5.8,46
Beg!,1994.0,"Comedy,Crime,Horror",5.1,108
Beverly Hills Cop III,1994.0,"Action,Comedy,Crime",5.5,97002
Beyond Suspicion,1994.0,"Crime,Drama,Thriller",5.0,125
"Biao jie, ni hao ye! 3: Da ren jia dao",1993.0,"Comedy,Crime",6.0,159
"Biao jie, ni hao ye! xu ji",1991.0,"Action,Comedy,Crime",6.0,181
Bang,1995.0,"Crime,Drama",6.2,559
Blank Check,1994.0,"Comedy,Crime,Family",5.3,22930
Blankman,1994.0,"Action,Comedy,Crime",5.1,10844
Blindfold: Acts of Obsession,1994.0,"Crime,Thriller",4.4,758
Blink,1993.0,"Crime,Drama,Mystery",6.2,9388
Blown Away,1994.0,"Action,Crime,Drama",6.2,35011
Blue Tiger,1994.0,"Action,Crime,Thriller",5.4,894
Bô no kanashimi,1994.0,"Crime,Drama",6.4,54
Boca,1994.0,"Crime,Drama,Mystery",5.7,292
Boulevard,1994.0,"Crime,Drama",5.2,696
Brahma,1994.0,"Action,Crime,Drama",5.4,64
Les braqueuses,1994.0,"Comedy,Crime",4.7,236
Bullets Over Broadway,1994.0,"Comedy,Crime",7.4,42918
Bésame mucho,1996.0,"Crime,Drama",5.8,49
Cache Cash,1994.0,"Adventure,Comedy,Crime",6.4,132
Caged Heat II: Stripped of Freedom,1994.0,"Action,Crime,Thriller",3.7,463
Cagney & Lacey: The Return,1994.0,"Crime,Drama",6.9,268
Captives,1994.0,"Crime,Drama,Romance",6.2,2576
Chaand Kaa Tukdaa,1994.0,"Action,Comedy,Crime",3.9,790
Chak daan juen ga: Bo boi ja daan,1994.0,"Comedy,Crime",5.8,57
ChickenHawk,1994.0,"Crime,Documentary",6.8,411
Chik loh goh yeung,1992.0,"Action,Crime,Thriller",5.9,2797
China Moon,1994.0,"Crime,Drama,Mystery",6.3,8152
Jeungbal,1994.0,"Crime,Drama",5.8,17
Chung Hing sam lam,1994.0,"Comedy,Crime,Drama",8.0,102201
Chung gam suk,1994.0,"Action,Crime,Thriller",5.3,94
Chung on sat luk: O gei,1994.0,"Action,Crime,Thriller",6.8,290
Clear and Present Danger,1994.0,"Action,Crime,Drama",6.9,111419
The Client,1994.0,"Crime,Drama,Mystery",6.7,76049
Columbo: Butterfly in Shades of Grey,1994.0,"Crime,Drama,Mystery",7.2,2023
Confessions of a Hitman,1994.0,"Crime,Drama",5.3,141
Cops and Robbersons,1994.0,"Comedy,Crime,Thriller",5.2,7692
The Cosby Mysteries,1994.0,"Comedy,Crime",4.6,179
The Cowboy Way,1994.0,"Action,Comedy,Crime",5.9,9361
Criminal,1994.0,"Crime,Drama",5.3,50
The Crow,1994.0,"Action,Crime,Drama",7.5,220257
Wonder Boy - De sueur et de sang,1994.0,"Crime,Thriller",6.1,46
Deadly Target,1994.0,"Action,Crime,Drama",5.0,370
Deadly Vows,1994.0,"Crime,Drama",5.9,429
Death Wish V: The Face of Death,1994.0,"Action,Crime,Drama",4.9,9269
Dang lung,1994.0,"Action,Crime,Drama",5.6,10
Les derniers jours de la victime,1995.0,"Crime,Thriller",6.8,16
Di xia cai jue,1994.0,"Action,Crime,Drama",5.4,18
Dei ha do wong,1994.0,Crime,5.0,10
El diablo nunca duerme,1994.0,"Crime,Documentary,Mystery",6.5,68
Dim ji bing bing: Ching nin gon taam,1994.0,"Crime,Drama",6.8,23
Dolores Claiborne,1995.0,"Crime,Drama,Mystery",7.4,50370
Don't Talk to Strangers,1994.0,"Crime,Thriller",5.7,816
Drive-by Shooting,1993.0,"Crime,Documentary",7.9,24
Días contados,1994.0,"Crime,Drama,Thriller",6.5,2384
Ebbtide,1994.0,"Crime,Drama,Thriller",5.6,77
Eena Meena Deeka,1994.0,"Action,Comedy,Crime",4.6,407
L'enfer,1994.0,"Crime,Drama,Thriller",7.0,6781
Exit to Eden,1994.0,"Comedy,Crime,Romance",4.3,7500
F.T.W.,1994.0,"Crime,Drama,Romance",5.3,867
Fatal Pursuit,1995.0,"Crime,Drama,Thriller",3.7,348
Federal Hill,1994.0,"Crime,Drama",6.3,502
Fei hu xiong xin,1994.0,"Action,Crime",5.8,155
Fai seung ching taam,1994.0,"Comedy,Crime,Drama",6.9,71
The Fence,1994.0,"Action,Crime,Drama",4.8,251
Fresh,1994.0,"Crime,Drama,Thriller",7.5,15415
A Friend to Die For,1994.0,"Crime,Drama",6.1,2738
Fun,1994.0,"Crime,Drama",6.8,1351
The Getaway,1994.0,"Action,Adventure,Crime",5.8,20418
Getting Even with Dad,1994.0,"Comedy,Crime,Family",4.9,8980
Getting Gotti,1994.0,"Crime,Drama",5.0,449
Girls in Prison,1994.0,"Crime,Drama,Thriller",4.8,708
The Glass Shield,1994.0,"Crime,Drama",6.1,3619
Golden Gate,1993.0,"Crime,Drama",5.3,958
Goracy czwartek,1994.0,"Comedy,Crime,Drama",6.4,32
Greyhounds,1994.0,"Comedy,Crime,Drama",6.3,71
Guai xia yi zhi mei,1994.0,"Action,Comedy,Crime",5.4,42
Gunmen,1993.0,"Action,Comedy,Crime",5.2,3918
Halál sekély vízben,1994.0,"Crime,Drama,Thriller",5.9,30
Hand Gun,1994.0,"Action,Crime,Drama",5.4,413
Hard Vice,1994.0,"Crime,Drama,Thriller",3.8,333
Hart to Hart: Crimes of the Hart,1994.0,"Adventure,Crime,Mystery",6.4,248
Hart to Hart: Home Is Where the Hart Is,1994.0,"Adventure,Crime,Mystery",6.9,289
Hart to Hart: Old Friends Never Die,1994.0,"Adventure,Crime,Mystery",6.5,271
Hasta morir,1994.0,"Action,Crime,Drama",6.0,96
Heads,1994.0,"Comedy,Crime",5.2,225
Heavenly Creatures,1994.0,"Biography,Crime,Drama",7.3,68876
The Hidden II,1993.0,"Crime,Horror,Sci-Fi",3.1,1621
Holy Matrimony,1994.0,"Comedy,Crime",5.1,1703
Honor Thy Father and Mother: The True Story of the Menendez Murders,1994.0,"Crime,Drama",5.5,187
Hu xue tu long zhi hong tian xian jing,1993.0,"Action,Crime",5.7,110
Fa kei Siu Lam,1994.0,"Action,Comedy,Crime",6.1,642
Ameerika mäed,1994.0,Crime,4.9,29
"In the Best of Families: Marriage, Pride & Madness",1994.0,"Crime,Drama",6.9,402
The Innocent,1994.0,"Crime,Drama,Thriller",5.4,190
Insaniyat,1994.0,"Action,Crime,Drama",3.0,334
Inside the Goldmine,1994.0,"Crime,Drama,Mystery",3.1,1112
Ispoved neznakomtsu,1995.0,"Crime,Drama",5.3,146
Jack Reed: A Search for Justice,1994.0,"Crime,Drama,Mystery",6.2,402
Jacob,1994.0,"Biography,Crime,Drama",6.5,1715
Jason's Lyric,1994.0,"Crime,Drama,Romance",6.6,4858
The Jerky Boys,1995.0,"Comedy,Crime",4.7,2886
Jimmy Hollywood,1994.0,"Comedy,Crime,Drama",5.3,3719
Joint Venture,1994.0,"Comedy,Crime",6.6,28
"Justino, un asesino de la tercera edad",1994.0,"Comedy,Crime,Drama",6.4,531
Kaikki pelissä,1994.0,"Crime,Drama,Romance",5.6,224
Killer,1994.0,"Crime,Drama,Romance",5.9,802
The Killing Machine,1994.0,"Action,Crime,Drama",4.4,365
Killing Zoe,1993.0,"Crime,Drama,Thriller",6.4,21897
Krantiveer,1994.0,"Action,Crime,Drama",7.4,2505
Lady in Waiting,1994.0,"Crime,Drama,Mystery",4.3,430
The Last Seduction,1994.0,"Crime,Drama,Romance",7.0,26978
The Last Word,1995.0,"Crime,Drama,Thriller",4.8,463
Long huet yan lung,1994.0,"Crime,Horror",5.4,60
Lethal Seduction,1997.0,"Crime,Drama,Thriller",4.3,203
Lion Strike,1994.0,"Action,Crime,Thriller",4.8,533
Little Odessa,1994.0,"Crime,Drama",6.7,9521
Lung foo san fung wan: Tau ho tung kap faan,1994.0,"Action,Crime,Thriller",6.4,81
Lookin' Italian,1994.0,"Crime,Drama,Romance",4.8,306
Love Is a Gun,1994.0,"Crime,Drama,Mystery",4.9,603
Love and a .45,1994.0,"Crime,Romance,Thriller",6.0,4993
Loving Deadly,1994.0,"Action,Crime,Drama",4.1,55
A Low Down Dirty Shame,1994.0,"Action,Comedy,Crime",5.9,8015
Léon,1994.0,"Action,Crime,Drama",8.5,1292661
M.A.N.T.I.S.,1994.0,"Action,Crime,Drama",5.7,499
MacGyver: Trail to Doomsday,1994.0,"Action,Crime,Mystery",6.1,1615
MacShayne: The Final Roll of the Dice,1994.0,"Crime,Drama,Mystery",5.2,113
The Mask,1994.0,"Comedy,Crime,Fantasy",7.0,441826
Mung chai yan,1994.0,"Comedy,Crime,Mystery",5.8,45
Miasto prywatne,1994.0,"Action,Crime,Drama",5.1,268
Midnight Man,1995.0,"Action,Crime,Drama",4.6,463
A Mind to Murder,1995.0,"Crime,Drama,Mystery",6.5,308
I mitici - Colpo gobbo a Milano,1994.0,"Comedy,Crime",5.5,597
Mo deng long zheng hu dou,1994.0,"Comedy,Crime",5.9,35
Model by Day,1994.0,"Action,Crime,Drama",4.6,519
Moment of Truth: Cult Rescue,1994.0,"Crime,Drama",5.5,109
Monkey Trouble,1994.0,"Adventure,Comedy,Crime",5.3,7430
Il mostro,1994.0,"Comedy,Crime,Mystery",7.3,11758
Mou jing shi fen,1993.0,Crime,5.5,145
Murder or Memory: A Moment of Truth Movie,1994.0,"Crime,Drama,Thriller",6.0,153
Mute Witness,1995.0,"Crime,Horror,Thriller",6.7,7525
Naked Gun 33 1/3: The Final Insult,1994.0,"Comedy,Crime",6.5,115175
Natural Born Killers,1994.0,"Crime,Romance",7.2,258665
Night of the Running Man,1995.0,"Action,Crime,Thriller",5.9,2165
No Contest,1995.0,"Action,Crime,Drama",4.6,1020
Noktyurn dlya barabana i mototsikla,1994.0,"Crime,Romance",3.9,19
Nothing to Lose,1994.0,"Action,Crime,Drama",5.8,75
Oblivion,1994.0,"Adventure,Comedy,Crime",4.8,1735
Once Were Warriors,1994.0,"Crime,Drama",7.9,37923
One Man Army,1994.0,"Action,Crime",4.1,228
Open Fire,1994.0,"Crime,Drama,Thriller",5.8,124
Il branco,1994.0,"Crime,Drama",6.3,213
Pas très catholique,1994.0,"Comedy,Crime,Drama",6.4,234
Past Tense,1994.0,"Crime,Mystery,Thriller",5.8,499
I pavoni,1994.0,"Crime,Drama",7.3,36
A Perry Mason Mystery: The Case of the Grimacing Governor,1994.0,"Crime,Drama,Mystery",6.8,325
A Perry Mason Mystery: The Case of the Lethal Lifestyle,1994.0,"Crime,Drama,Mystery",6.9,290
Das Phantom - Die Jagd nach Dagobert,1994.0,"Crime,History",6.5,44
Pigalle,1994.0,"Crime,Drama,Music",5.4,195
Playing Dangerous,1995.0,"Action,Comedy,Crime",3.8,374
Police Academy: Mission to Moscow,1994.0,"Comedy,Crime",3.5,37065
Police Rescue,1994.0,"Action,Crime",5.5,220
Polismördaren,1994.0,"Crime,Drama,Mystery",5.8,1152
Poliziotti,1995.0,"Crime,Drama",5.9,179
Polska smierc,1995.0,"Crime,Thriller",5.7,37
Chung on sat luk: Tuen Man sik moh,1994.0,"Crime,Thriller",5.4,31
Probable Cause,1994.0,"Action,Crime,Drama",5.2,278
Profil bas,1993.0,"Action,Crime,Drama",5.5,311
Psy 2. Ostatnia krew,1994.0,"Action,Crime,Drama",6.7,2794
Pulp Fiction,1994.0,"Crime,Drama",8.9,2311032
Una pura formalità,1994.0,"Crime,Drama,Thriller",7.5,12996
Radioland Murders,1994.0,"Comedy,Crime,Drama",6.2,4032
La rage au coeur,1994.0,"Action,Crime",6.4,16
Ha-Shich'zoor,1994.0,"Crime,Documentary",5.8,28
The Ref,1994.0,"Comedy,Crime,Drama",6.9,27558
Reflections on a Crime,1994.0,"Crime,Drama,Thriller",4.9,226
Regarde les hommes tomber,1994.0,"Crime,Drama",6.5,1424
Requiem Apache,1994.0,"Comedy,Crime",8.2,49
The River Wild,1994.0,"Adventure,Crime,Thriller",6.5,52215
The Road Killers,1994.0,"Action,Crime,Drama",5.1,1828
The Rockford Files: I Still Love L.A.,1994.0,"Action,Crime,Drama",7.5,529
The Roly Poly Man,1994.0,"Comedy,Crime,Mystery",6.6,114
Rough Diamonds,1995.0,"Comedy,Crime,Music",6.2,72
Running Delilah,1993.0,"Crime,Sci-Fi,Thriller",4.8,293
San gai bin fung wong,1994.0,"Comedy,Crime,Romance",5.5,29
Salto al vacío,1995.0,"Crime,Drama",6.5,551
Sang gong yat ho tung kup faan,1994.0,"Action,Crime,Thriller",6.4,175
Sangharsh,1999.0,"Action,Crime,Drama",6.7,5948
Sha shou de tong hua,1994.0,"Action,Crime,Romance",5.8,176
Separated by Murder,1994.0,"Crime,Drama",5.8,90
Serial Mom,1994.0,"Comedy,Crime,Thriller",6.8,36072
The Seventh Floor,1994.0,"Action,Crime,Thriller",4.7,294
The Shadow,1994.0,"Action,Adventure,Crime",6.1,27940
Shallow Grave,1994.0,"Crime,Drama,Thriller",7.2,68124
Mad Dogs and Englishmen,1995.0,"Crime,Drama,Mystery",3.9,700
Sherlock: Undercover Dog,1994.0,"Adventure,Comedy,Crime",2.7,545
Shopping,1994.0,"Action,Crime,Drama",5.4,3165
Sibak,1994.0,"Crime,Drama",5.5,314
Bullet Down Under,1994.0,"Action,Crime",4.8,112
Sin compasión,1994.0,"Crime,Drama",7.1,148
Skins,1994.0,"Crime,Drama,Thriller",3.3,212
Slaughter of the Innocents,1993.0,"Crime,Horror,Mystery",5.1,1186
Soft Deceit,1994.0,"Action,Crime,Drama",4.8,164
Spenser: Pale Kings and Princes,1994.0,"Crime,Drama",6.2,200
Spenser: The Judas Goat,1994.0,"Crime,Mystery",6.3,221
Stalked,1994.0,"Crime,Horror,Thriller",5.2,251
Stickfighter,1994.0,"Action,Crime,Drama",5.3,97
Stockholm Marathon,1994.0,"Crime,Drama,Thriller",5.5,1371
Strange and Rich,1994.0,Crime,7.2,20
Streets of Rage,1993.0,"Action,Crime,Drama",3.8,244
Surviving the Game,1994.0,"Action,Adventure,Crime",6.2,13710
Svens Geheimnis,1995.0,"Crime,Drama",5.4,20
Svistun,1998.0,Crime,5.5,18
Ten Monologues from the Lives of the Serial Killers,1994.0,"Crime,Drama",6.2,82
Teresa's Tattoo,1994.0,"Comedy,Crime",4.5,560
Thieves Quartet,1993.0,"Crime,Drama,Thriller",4.7,166
Tai tin hang dou: Saat hing,1994.0,"Crime,Drama,Horror",5.7,212
Tian yu di,1994.0,"Action,Crime,Drama",6.1,206
Tian guo ni zi,1994.0,"Crime,Drama,Mystery",7.1,267
Timecop,1994.0,"Action,Crime,Sci-Fi",5.9,66315
Trapped in Paradise,1994.0,"Adventure,Comedy,Crime",5.9,17248
Trial by Jury,1994.0,"Crime,Drama,Thriller",5.4,2149
Trick of the Eye,1994.0,"Crime,Mystery,Thriller",5.5,213
Tulivesi,1994.0,"Crime,Drama",6.7,170
Tun Men se mo,1994.0,"Crime,Horror",5.2,133
Tuomas Murasen rikos,1994.0,"Crime,Drama",7.4,38
The Turnaround,1995.0,"Crime,Drama",7.2,103
The Crazysitter,1994.0,"Comedy,Crime,Drama",4.9,393
Beckmann & Markowski - Tödliches Netz,1994.0,Crime,4.0,7
Törvénytelen,1995.0,Crime,4.7,46
Cui hua kuang mo,1993.0,"Action,Crime,Thriller",4.5,2730
Vanishing Son,1994.0,"Action,Adventure,Crime",7.1,531
Vazir,2015.0,"Action,Crime,Drama",8.2,69
Vishwavinayak,1994.0,"Action,Crime,Drama",7.3,18
Walker Texas Ranger 3: Deadly Reunion,1994.0,"Action,Crime,Drama",5.0,774
Wan Chai ji foo,1994.0,"Action,Crime,Thriller",6.2,88
Sing oi Wai Siu Bo: Wan lui dai wong,1994.0,"Action,Comedy,Crime",4.3,23
We the People,1994.0,"Crime,Drama,Thriller",5.0,117
Widows' Peak,1994.0,"Comedy,Crime,Drama",6.6,1974
Witch Hunt,1994.0,"Crime,Fantasy,Mystery",5.5,1873
Witness to the Execution,1994.0,"Crime,Drama",5.1,260
Xiang Gang qi an: Xi xue gui li wang,1994.0,"Crime,Horror,Thriller",6.2,297
Xin bian yuan ren,1994.0,"Action,Crime,Thriller",6.5,147
Xin da xiao bu liang,1994.0,"Action,Crime",4.9,23
San ying hung boon sik,1994.0,"Action,Crime,Thriller",5.9,355
Yat sin sang gei,1994.0,"Crime,Thriller",4.9,13
Zero Tolerance,1994.0,"Action,Crime,Drama",5.3,700
Zhong Nan Hai bao biao,1994.0,"Action,Crime,Thriller",6.4,5836
Tao se zhui ji ling,1994.0,"Action,Crime",5.3,183
Cagney & Lacey: The View Through the Glass Ceiling,1995.0,"Crime,Drama",6.8,175
Ace Ventura: When Nature Calls,1995.0,"Adventure,Comedy,Crime",6.4,240507
Alien Nation: Body and Soul,1995.0,"Crime,Drama,Sci-Fi",6.4,1128
Amanda and the Alien,1995.0,"Comedy,Crime,Romance",4.7,858
Amores que matan,1996.0,"Comedy,Crime",6.7,80
Les anges gardiens,1995.0,"Action,Comedy,Crime",5.9,3661
L'anno prossimo... vado a letto alle dieci,1995.0,"Comedy,Crime,Drama",6.3,131
Antártida,1995.0,"Crime,Drama",5.8,268
L'appât,1995.0,"Crime,Drama",6.8,2467
Assassins,1995.0,"Action,Crime,Thriller",6.3,89963
Baby Face Nelson,1996.0,"Action,Crime,Drama",5.1,232
Bad Boys,1995.0,"Action,Comedy,Crime",6.8,303583
Bad Company,1995.0,"Crime,Drama,Thriller",5.4,3455
The Basketball Diaries,1995.0,"Biography,Crime,Drama",7.3,125707
Best of the Best 3: No Turning Back,1995.0,"Action,Crime,Drama",4.9,2604
Beware: Children at Play,1989.0,"Comedy,Crime,Horror",4.2,1522
Black Day Blue Night,1995.0,"Adventure,Crime,Drama",5.8,734
Black Rose of Harlem,1996.0,"Action,Crime,Drama",5.4,114
Black Scorpion,1995.0,"Action,Crime,Sci-Fi",4.6,1359
Der Blinde,1996.0,"Crime,Thriller",4.7,31
Blood Justice,1995.0,"Action,Crime",3.8,20
Bloodknot,1995.0,"Crime,Drama,Mystery",4.5,363
Body Language,1995.0,"Crime,Thriller",4.8,584
A Boy Called Hate,1995.0,"Crime,Drama,Romance",5.0,322
Bu yi yang de ma ma,1995.0,"Comedy,Crime,Drama",6.1,35
Bunte Hunde,1995.0,Crime,5.6,69
Bushwhacked,1995.0,"Adventure,Comedy,Crime",5.6,7101
Caballos salvajes,1995.0,"Comedy,Crime,Drama",7.1,1909
Cachito,1996.0,"Adventure,Crime,Drama",5.4,194
Cagney & Lacey: Together Again,1995.0,"Crime,Drama",6.8,206
Cagney & Lacey: True Convictions,1996.0,"Crime,Drama",6.6,169
"Carlos Monzón, el segundo juicio",1996.0,"Crime,Drama,Mystery",5.0,69
Casino,1995.0,"Crime,Drama",8.2,586544
Cellblock Sisters: Banished Behind Bars,1995.0,"Crime,Drama",3.6,488
A Child Is Missing,1995.0,"Action,Crime,Drama",6.1,160
Chyornaya vual,1995.0,"Crime,Romance",5.9,61
Chi Wan San sap sam tai bo,1995.0,"Crime,Drama",6.0,29
Citizen X,1995.0,"Biography,Crime,Drama",7.4,24350
Clockers,1995.0,"Crime,Drama,Mystery",6.9,24028
The Colony,1995.0,"Crime,Drama,Thriller",5.7,829
Columbo: Strange Bedfellows,1995.0,"Crime,Drama,Mystery",7.0,1934
Crowfoot,1995.0,"Crime,Drama,Thriller",5.9,85
Crying Freeman,1995.0,"Action,Crime,Thriller",6.4,13935
Cuo ti zhui ji zu he,1995.0,"Action,Crime",6.0,90
Cuore cattivo,1995.0,"Crime,Drama",6.5,145
Cyber Bandits,1995.0,"Adventure,Crime,Sci-Fi",3.6,200
Xích lô,1995.0,"Crime,Drama",7.1,5713
La cérémonie,1995.0,"Crime,Drama,Thriller",7.5,14521
Dangerous Prey,1995.0,"Action,Crime,Drama",4.2,321
Dead Giveaway,1995.0,"Action,Crime",5.6,17
Dead Man Walking,1995.0,"Crime,Drama",7.5,104199
Dead Presidents,1995.0,"Action,Crime,Drama",6.9,25355
Deadline for Murder: From the Files of Edna Buchanan,1995.0,"Crime,Drama",7.4,102
Deadly Past,1995.0,"Action,Crime,Drama",4.2,265
Deadly Whispers,1995.0,"Crime,Mystery,Thriller",5.8,593
Death in Small Doses,1995.0,"Crime,Drama,Thriller",5.6,445
Delinquent,1995.0,"Crime,Drama,Mystery",6.3,49
Desperado,1995.0,"Action,Crime,Drama",7.1,202291
Destiny Turns on the Radio,1995.0,"Comedy,Crime,Fantasy",4.6,2590
Devil in a Blue Dress,1995.0,"Crime,Drama,Mystery",6.8,25877
Devil's Advocate,1995.0,"Crime,Drama",6.5,176
Donor Unknown,1995.0,"Crime,Drama,Thriller",4.7,131
The Doom Generation,1995.0,"Comedy,Crime,Drama",6.2,18747
Dos crímenes,1994.0,"Comedy,Crime,Drama",7.3,342
The Drivetime,1995.0,"Crime,Sci-Fi",6.7,24
Do lok tin si,1995.0,"Comedy,Crime,Drama",7.5,55001
El día de la bestia,1995.0,"Action,Comedy,Crime",7.3,24889
An Element of Truth,1995.0,"Crime,Drama,Romance",5.9,89
Un eroe borghese,1995.0,"Crime,Drama,Thriller",7.0,309
Fall Time,1995.0,"Crime,Drama",5.4,2122
Falling for You,1995.0,"Crime,Drama,Thriller",5.1,250
Family of Cops,1995.0,"Action,Crime,Drama",5.4,1165
Fast Money,1996.0,"Action,Crime,Romance",5.7,704
Feast of July,1995.0,"Crime,Drama,Mystery",6.2,621
The Flor Contemplacion Story,1995.0,"Crime,Drama,Thriller",7.2,86
Forbidden Games,1995.0,"Crime,Mystery,Thriller",4.4,330
Ah sau ging gat: Si gou aat sin,1994.0,"Action,Crime,Thriller",5.5,198
Kap ba ba dik sung,1995.0,"Action,Crime,Drama",6.5,5618
Gentleman,1995.0,"Action,Crime,Drama",4.2,39
Get Shorty,1995.0,"Comedy,Crime,Thriller",6.9,92594
Girl in the Cadillac,1995.0,"Adventure,Crime,Drama",4.8,271
Gung buk II,1995.0,Crime,6.6,48
Gonin,1995.0,"Action,Crime,Drama",6.7,2751
Gwong Chow sat yan wong: Yan pei yat gei,1995.0,"Crime,Horror",5.6,174
Hackers,1995.0,"Crime,Drama,Romance",6.2,77647
La haine,1995.0,"Crime,Drama",8.1,208728
Harrison: Cry of the City,1996.0,"Crime,Drama,Mystery",6.1,68
Hart to Hart: Secrets of the Hart,1995.0,"Adventure,Crime,Mystery",6.4,370
Hart to Hart: Two Harts in 3/4 Time,1995.0,"Crime,Drama,Mystery",6.5,238
The Haunting of Lisa,1996.0,"Crime,Drama,Fantasy",5.2,331
Headless Body in Topless Bar,1995.0,"Comedy,Crime,Drama",4.7,261
Heat,1995.0,"Action,Crime,Drama",8.3,747968
Wo ping fan dim,1995.0,"Action,Crime,Drama",6.2,1338
Higher Learning,1995.0,"Crime,Drama,Thriller",6.5,22188
Hollow Point,1996.0,"Action,Comedy,Crime",5.7,2120
Homage,1995.0,"Crime,Drama,Thriller",5.6,245
Hung fan kui,1995.0,"Action,Comedy,Crime",6.8,47372
Huang Da Xian wu shu,1995.0,"Action,Crime",3.4,21
I Shot a Man in Vegas,1995.0,"Crime,Drama",4.1,144
I.D.,1995.0,"Crime,Drama",7.3,7674
The Immortals,1995.0,"Action,Crime,Drama",5.4,1568
"In the Kingdom of the Blind, the Man with One Eye Is King",1995.0,"Crime,Drama",4.6,313
In the Line of Duty: Hunt for Justice,1995.0,"Action,Crime,Drama",6.1,291
In the Shadow of Evil,1995.0,"Crime,Drama,Mystery",5.6,162
Inflammable,1995.0,"Crime,Drama",5.7,85
