Title,Year,Genres,Rating,Votes
Olsen-banden i Jylland,1971,"Comedy,Crime,Family",7.2,2628
Pepito y la lámpara maravillosa,1972,"Comedy,Drama,Family",6.4,85
The Tales of Beatrix Potter,1971,"Comedy,Family,Fantasy",6.7,671
Pierscien ksieznej Anny,1971,"Family,History,Sci-Fi",6.3,48
The Point,1971,"Adventure,Animation,Family",7.5,3189
Princ Bajaja,1971,"Family,Fantasy",6.0,192
Scandalous John,1971,"Comedy,Drama,Family",5.7,197
Sjors en Sjimmie en de Toverring,1971,"Adventure,Family",5.9,14
The Strange Monster of Strawberry Cove,1971,"Adventure,Family,Mystery",6.6,104
Tacos al carbón,1972,"Comedy,Family,Romance",6.9,85
Telegramma,1972,"Adventure,Family",7.6,80
Toklat,1971,"Adventure,Drama,Family",8.3,22
Chyornaya Gora,1971,"Drama,Family,Fantasy",6.4,41
Who Says I Can't Ride a Rainbow!,1971,"Drama,Family",5.8,98
Willy Wonka & the Chocolate Factory,1971,"Adventure,Comedy,Family",7.8,235430
1776,1972,"Drama,Family,History",7.6,10716
Alice's Adventures in Wonderland,1972,"Adventure,Family,Fantasy",5.7,1913
The Amazing Mr. Blunden,1972,"Family,Fantasy,Mystery",6.8,1804
American Wilderness,1970,"Documentary,Family",7.9,16
Anderssonskans Kalle,1972,"Comedy,Family",5.1,180
Annadata,1972,"Drama,Family",6.7,55
Anoop and the Elephant,1972,"Comedy,Family",5.6,54
Bawarchi,1972,"Comedy,Drama,Family",8.1,4588
The Biscuit Eater,1972,"Adventure,Drama,Family",5.7,575
The Boy Who Turned Yellow,1972,"Adventure,Family,Fantasy",5.6,314
"Chandar, the Black Leopard of Ceylon",1972,"Adventure,Family",5.9,44
Chikyû kôgeki meirei Gojira tai Gaigan,1972,"Action,Family,Sci-Fi",5.6,6087
Chudak iz pyatogo B,1972,"Adventure,Comedy,Family",7.5,115
Euch werd ich's zeigen,1972,Family,6.4,21
Familien med de 100 børn,1972,Family,6.2,8
Tales from Muppetland: The Frog Prince,1971,"Family,Fantasy,Music",7.8,533
Había una vez un circo,1972,"Comedy,Family,Musical",4.9,83
The House Without a Christmas Tree,1972,"Drama,Family",8.0,970
Justin Morgan Had a Horse,1972,"Drama,Family,Western",6.6,267
Kadoyng,1973,"Adventure,Family,Fantasy",6.0,65
Der kleine und der große Klaus,1971,Family,6.4,52
The Little Ark,1972,"Adventure,Family",5.7,139
Living Free,1972,"Adventure,Drama,Family",6.0,654
Manden på Svanegården,1972,"Comedy,Drama,Family",4.9,138
"Now You See Him, Now You Don't",1972,"Comedy,Family,Sci-Fi",6.2,2380
Olsen-bandens store kup,1972,"Comedy,Crime,Family",6.7,1969
Prints i nishchiy,1972,"Adventure,Family",7.0,76
De Robins en het Robot komplot,1972,"Adventure,Family,Mystery",6.3,11
The Call of the Wild,1972,"Adventure,Family,Western",5.9,2073
"Run, Cougar, Run",1972,"Drama,Family,Western",5.8,129
Sanjog,1972,"Comedy,Drama,Family",5.7,180
Treasure Island,1972,"Adventure,Drama,Family",5.8,1591
Sechse kommen durch die Welt,1972,"Adventure,Family,Fantasy",6.8,86
Sest medvedu s Cibulkou,1972,"Comedy,Family",6.7,368
Sjors en Sjimmie en de Rebellen,1972,"Adventure,Family",5.9,15
Snowball Express,1972,"Comedy,Family",6.3,2126
Sounder,1972,"Drama,Family",7.5,5051
Veronica,1973,"Family,Fantasy,Musical",8.0,833
Vot moya derevnya,1972,Family,6.5,19
Vuk samotnjak,1972,"Adventure,Drama,Family",8.0,974
Zanna Bianca,1973,"Adventure,Family,Western",6.0,988
Zolotye roga,1973,"Family,Fantasy",6.6,467
Anderssonskans Kalle i busform,1973,"Comedy,Family",4.9,135
Avengers of the Reef,1973,"Adventure,Family",6.0,12
The Belstone Fox,1973,"Adventure,Drama,Family",6.5,369
The Borrowers,1973,"Family,Fantasy",5.5,392
Buleczka,1973,Family,7.0,33
Chabelo y Pepito contra los monstruos,1973,"Comedy,Family,Horror",5.8,234
Charley and the Angel,1973,"Comedy,Family,Fantasy",6.0,679
Diamonds on Wheels,1973,"Comedy,Family",6.4,81
Digby: The Biggest Dog in the World,1973,"Adventure,Comedy,Family",5.4,832
Dik Trom en zijn dorpsgenoten,1973,Family,6.0,46
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,1973,"Comedy,Drama,Family",6.3,875
Gojira tai Megaro,1973,"Action,Adventure,Family",4.9,7304
Herra Huu - jestapa jepulis - penikat sipuliks,1973,"Family,Musical",6.7,23
Jezioro osobliwosci,1973,"Drama,Family",6.0,44
Jonathan Livingston Seagull,1973,"Drama,Family",5.7,2388
Kapitan,1973,Family,6.4,34
Kaplya v more,1973,Family,7.1,36
Luces de mis zapatos,1973,Family,4.5,12
Marco,1973,"Adventure,Family,Musical",4.8,71
Mig og mafiaen,1973,"Comedy,Crime,Family",5.7,346
Miracle on 34th Street,1973,"Drama,Family,Fantasy",5.8,710
Moskva-Kassiopeya,1974,"Adventure,Comedy,Family",6.6,956
Nya hyss av Emil i Lönneberga,1972,"Comedy,Drama,Family",7.3,2827
Olsen-banden går amok,1973,"Comedy,Crime,Family",7.0,2200
One Little Indian,1973,"Comedy,Family,Western",6.1,759
Pastirci,1973,"Drama,Family",6.5,88
Phagun,1973,"Drama,Family,Romance",7.2,76
På'en igen Amalie,1973,"Comedy,Family",5.2,60
The Red Pony,1973,"Drama,Family,Western",6.3,301
Der Räuber Hotzenplotz,1974,"Comedy,Family",6.9,464
Samyy silnyy,1974,"Family,Fantasy",5.8,23
Saudagar,1973,"Drama,Family",7.4,913
Superdad,1973,"Comedy,Family",5.1,890
Susanne und der Zauberring,1973,"Comedy,Drama,Family",7.1,36
Tom Sawyer,1973,"Adventure,Family,Musical",6.4,2741
Tri orísky pro Popelku,1973,"Adventure,Drama,Family",7.6,12589
"Tschetan, der Indianerjunge",1973,"Family,Western",6.6,96
Veronica se întoarce,1973,"Family,Fantasy,Musical",7.8,346
W pustyni i w puszczy,1973,"Adventure,Family",6.4,546
The World's Greatest Athlete,1973,"Comedy,Family,Romance",5.6,1774
Die Zwillinge vom Immenhof,1973,"Drama,Family",4.4,186
Poslednyeye leto detstva,1975,"Adventure,Family",6.6,155
"Abbasso tutti, viva noi",1974,Family,4.9,17
Actorul si salbaticii,1975,"Comedy,Drama,Family",8.7,883
The Adventures of Frontier Fremont,1975,"Adventure,Family,Western",6.4,141
Alice Through the Looking Glass,1973,"Family,Fantasy",7.3,101
"Avtomobil, skripka i sobaka Klyaksa",1975,"Family,Musical",6.7,139
The Bears and I,1974,"Adventure,Drama,Family",6.1,598
Benji,1974,"Adventure,Family,Romance",6.1,5344
The Castaway Cowboy,1974,"Comedy,Family,Western",5.8,972
Dik Trom knapt het op,1974,Family,5.4,34
Dunderklumpen!,1974,"Adventure,Animation,Family",6.9,1905
Fimpen,1974,"Family,Sport",5.6,568
De 5 og spionerne,1969,"Crime,Family",5.0,159
Gojira tai Mekagojira,1974,"Action,Animation,Family",6.2,8386
Hans Röckle und der Teufel,1974,"Family,Fantasy",6.6,108
Herbie Rides Again,1974,"Comedy,Family,Fantasy",5.7,9153
Hog Wild,1974,"Drama,Family",7.7,29
Huckleberry Finn,1974,"Adventure,Family,Musical",5.6,738
The Island at the Top of the World,1974,"Adventure,Family,Fantasy",6.2,3303
Kysh i Dvaportfelya,1974,"Comedy,Family",7.4,60
Lieverdjes uit Amsterdam,1974,"Adventure,Family",6.5,16
The Little Prince,1974,"Family,Fantasy,Musical",6.4,4138
Mixed Company,1974,"Drama,Family",5.7,267
Nie bede cie kochac,1974,"Drama,Family",6.6,96
Nøddebo præstegård,1974,"Comedy,Drama,Family",5.4,260
Olsen-bandens sidste bedrifter,1974,"Comedy,Crime,Family",7.1,2080
Oom Ferdinand en de toverdrank,1974,Family,6.8,56
Otroki vo vselennoy,1975,"Adventure,Comedy,Family",6.7,855
Parade,1974,"Comedy,Family",6.0,1892
Pohádky tisíce a jedné noci,1974,"Adventure,Animation,Family",7.5,289
Proisshestviye,1974,"Adventure,Family",5.7,8
Protiv Kinga,1974,"Drama,Family",5.5,69
Robinsonka,1974,"Drama,Family",6.3,69
Sagina,1974,"Comedy,Drama,Family",7.3,103
Saz Dahani,1974,"Drama,Family",7.5,508
Sensô to ningen III: Kanketsuhen,1973,"Drama,Family,Romance",7.1,61
Silence,1974,"Drama,Family",4.4,33
Sonar Kella,1974,"Adventure,Family,Mystery",8.3,2927
Swallows and Amazons,1974,"Adventure,Family",6.4,1185
"Ta' det som en mand, frue!",1975,"Comedy,Drama,Family",4.8,70
That's Entertainment!,1974,"Documentary,Family,Musical",7.8,5550
Der Untergang der Emma,1974,"Adventure,Family",6.4,22
Visit to a Chief's Son,1974,"Adventure,Drama,Family",6.2,126
When the North Wind Blows,1974,"Adventure,Drama,Family",6.7,185
Where the Lilies Bloom,1974,"Drama,Family,Romance",7.2,1116
Where the Red Fern Grows,1974,"Drama,Family",6.9,3909
The Year Without a Santa Claus,1974,"Animation,Comedy,Family",7.7,12554
Zaczarowane podwórko,1974,"Family,Fantasy,Musical",3.1,12
Abenteuer mit Blasius,1975,"Comedy,Family,Sci-Fi",5.1,37
The Adventures of the Wilderness Family,1975,"Adventure,Drama,Family",6.3,1894
Against a Crooked Sky,1975,"Adventure,Drama,Family",5.4,799
Amaanat,1977,"Drama,Family",6.3,39
The Apple Dumpling Gang,1975,"Comedy,Family,Western",6.4,6798
The Best of Walt Disney's True-Life Adventures,1975,"Documentary,Family",6.9,159
Blumen für den Mann im Mond,1975,"Family,Fantasy,Sci-Fi",5.7,32
The Boy Who Talked to Badgers,1975,"Adventure,Family",5.3,175
The Boy Who Talks to Whales,1975,"Drama,Family",5.8,19
Bugs Bunny Superstar,1975,"Animation,Documentary,Family",7.0,492
Dharam Karam,1975,"Drama,Family",5.7,176
Emil och griseknoen,1973,"Comedy,Family",7.2,3013
Escape to Witch Mountain,1975,"Adventure,Family,Fantasy",6.3,11786
De 5 i fedtefadet,1970,"Crime,Family",5.2,171
Flåklypa Grand Prix,1975,"Animation,Comedy,Family",8.4,14729
Ivan da Mariya,1975,"Comedy,Family,Fantasy",6.4,56
Världens bästa Karlsson,1974,"Comedy,Family,Fantasy",5.8,2280
Kogda nastupaet sentyabr,1976,"Drama,Family",7.7,150
Koniec wakacji,1975,"Drama,Family,Romance",6.3,77
Sotsugyô ryokô,1973,"Comedy,Family",7.0,25
Mekagojira no gyakushû,1975,"Adventure,Family,Fantasy",6.1,6117
Menyayu sobaku na parovoz,1976,"Comedy,Family",6.1,28
Mili,1975,"Drama,Family,Musical",7.4,1490
"Mords pas, on t'aime!",1976,"Comedy,Drama,Family",6.1,88
Olsen-banden på sporet,1975,"Comedy,Crime,Family",7.2,2273
Brødrene på Uglegaarden,1967,"Comedy,Drama,Family",5.2,134
Paco,1975,Family,5.1,88
Otalia de Bahia,1976,"Drama,Family,Musical",7.1,77
Peter Pan,1976,"Family,Fantasy,Musical",6.6,257
Pim Pandoer in het nauw,1975,Family,5.9,12
Priklyucheniya Buratino,1976,"Adventure,Family,Fantasy",7.5,2379
Rikki-Tikki-Tavi,1976,Family,7.6,576
The Runaways,1975,"Adventure,Drama,Family",7.5,31
Die schwarze Mühle,1975,"Adventure,Family,Fantasy",6.6,70
Seven Alone,1974,"Adventure,Family,Western",5.6,640
The Sky's the Limit,1975,"Adventure,Comedy,Family",7.5,63
Släpp fångarne loss - det är vår!,1975,"Comedy,Family",6.2,1333
The Small Miracle,1973,"Drama,Family",7.6,88
Cirkus v cirkuse,1975,"Comedy,Family",5.8,113
Spøgelsestoget,1976,"Comedy,Family,Horror",5.0,188
The First Christmas: The Story of the First Christmas Snow,1975,"Animation,Family,Fantasy",6.7,693
Stowaway to the Moon,1975,"Family,Sci-Fi",5.8,260
The Strongest Man in the World,1975,"Comedy,Family,Sci-Fi",5.9,3877
Sønnen fra vingården,1975,"Comedy,Family",4.5,166
Vkus khalvy,1975,"Adventure,Comedy,Family",4.8,32
What Next?,1974,"Crime,Drama,Family",6.9,18
"You're a Good Sport, Charlie Brown",1975,"Animation,Comedy,Family",7.3,881
Affæren i Mølleby,1976,"Comedy,Family",5.2,142
L'aile ou la cuisse,1976,"Comedy,Family",7.2,12880
The Amazing Dobermans,1976,"Comedy,Crime,Family",5.1,449
Aradhana,1976,"Drama,Family,Musical",6.9,41
The Bad News Bears,1976,"Comedy,Drama,Family",7.3,26008
Beauty and the Beast,1976,"Family,Fantasy,Romance",6.8,442
The Blue Bird,1976,"Adventure,Drama,Family",5.4,1315
Brand-Børge rykker ud,1976,"Comedy,Family",3.0,156
Bugsy Malone,1976,"Comedy,Crime,Family",6.8,20105
Carnival of the Animals,1976,"Animation,Comedy,Family",5.8,170
Challenge to Be Free,1975,"Adventure,Family",6.3,272
Derevnya Utka. Skazka.,1977,Family,7.0,79
Dik Trom weet raad,1976,Family,5.6,57
"Dodumalsya, pozdravlyayu",1977,Family,6.3,19
Familien Gyldenkål sprænger banken,1976,"Comedy,Family",5.4,302
The Flight of the Grey Wolf,1976,"Adventure,Drama,Family",7.4,52
La flûte à six schtroumpfs,1975,"Animation,Comedy,Family",5.9,1536
"Forever Young, Forever Free",1975,"Drama,Family",6.9,233
Gavaznha,1974,"Drama,Family",7.8,3079
Gus,1976,"Comedy,Family,Sport",5.7,2247
Der Hasenhüter,1977,"Comedy,Family,Romance",6.2,25
Hawmps!,1976,"Comedy,Family,Western",5.4,388
"Hugó, a víziló",1975,"Animation,Drama,Family",6.8,574
Jack and the Beanstalk,1974,"Adventure,Animation,Family",7.2,1078
Der kleine Godard an das Kuratorium junger deutscher Film,1978,Family,5.2,33
Let the Balloon Go,1976,"Drama,Family",7.1,43
The Life and Times of Grizzly Adams,1974,"Adventure,Family,Western",6.7,1051
Malá morská víla,1976,"Drama,Family,Fantasy",7.1,936
Mustang Country,1976,"Drama,Family,Western",6.1,336
Na samote u lesa,1976,"Comedy,Drama,Family",7.7,1649
Najlepsze w swiecie,1977,Family,6.0,6
Nevesta s nejkrásnejsíma ocima,1976,"Family,Fantasy",6.5,50
No Deposit No Return,1976,"Comedy,Family",6.3,1737
Olsen-banden ser rødt,1976,"Comedy,Crime,Family",7.7,2558
Maria d'Oro und Bello Blue,1973,"Animation,Family,Fantasy",6.1,192
One of Our Dinosaurs Is Missing,1975,"Adventure,Comedy,Family",5.9,2006
"Philipp, der Kleine",1976,"Family,Fantasy",7.5,42
Priklyucheniya Travki,1977,"Adventure,Family",6.8,27
Printsessa na goroshine,1977,"Family,Fantasy",6.7,256
Die Regentrude,1976,"Family,Fantasy",6.5,80
Reisen til julestjernen,1976,"Adventure,Family,Fantasy",6.5,1527
Ride a Wild Pony,1975,"Adventure,Family",6.0,256
The Secret of Navajo Cave,1976,"Adventure,Family,Western",5.7,61
The Shaggy D.A.,1976,"Comedy,Family,Fantasy",5.8,3553
The Slipper and the Rose: The Story of Cinderella,1976,"Adventure,Family,Fantasy",6.9,3310
Super Seal,1975,"Comedy,Family",6.8,19
Tak nachinalas legenda,1976,"Biography,Drama,Family",6.1,21
"That's Entertainment, Part II",1976,"Documentary,Family,Musical",7.3,2511
Treasure of Matecumbe,1976,"Adventure,Drama,Family",6.0,1058
Viaje al centro de la tierra,1977,"Adventure,Family,Sci-Fi",4.8,837
A Whale of a Tale,1976,"Comedy,Drama,Family",5.5,135
Across the Great Divide,1976,"Adventure,Drama,Family",6.4,900
Adalat,1976,"Action,Drama,Family",6.3,357
At zijí duchové!,1977,"Comedy,Family,Fantasy",7.6,783
The Bad News Bears in Breaking Training,1977,"Comedy,Family,Sport",5.6,3820
Barnaby and Me,1979,"Adventure,Comedy,Family",5.5,80
Bröderna Lejonhjärta,1977,"Drama,Family,Fantasy",7.1,7300
Buck Rogers,1977,"Family,Romance,Sci-Fi",6.0,282
Carodejuv ucen,1978,"Animation,Family,Fantasy",7.5,1246
Charandas,1977,"Drama,Family",5.4,43
El circo de Capulina,1978,"Adventure,Comedy,Family",5.1,40
Emmet Otter's Jug-Band Christmas,1977,"Comedy,Drama,Family",8.1,5172
Familien Gyldenkål vinder valget,1977,"Comedy,Family",5.2,330
Freaky Friday,1976,"Comedy,Family,Fantasy",6.3,14596
In Search of Noah's Ark,1976,"Documentary,Family",4.6,312
Jacob Two-Two Meets the Hooded Fang,1978,"Family,Fantasy",5.9,161
Jak se budí princezny,1978,"Adventure,Comedy,Family",7.0,732
Der kleine Zauberer und die große Fünf,1977,"Adventure,Family,Fantasy",6.6,16
Królowa pszczól,1977,Family,6.2,11
Escape from the Dark,1976,"Drama,Family",6.9,479
Ma-ma,1976,"Family,Fantasy,Musical",7.8,1480
The Magic Hat,1977,"Comedy,Family,Musical",5.6,11
The Many Adventures of Winnie the Pooh,1977,"Animation,Comedy,Family",7.5,40990
Mary White,1977,"Drama,Family",6.6,155
Mr. Billion,1977,"Action,Comedy,Family",5.4,1484
Månen är en grön ost,1977,"Family,Fantasy",5.8,71
"Nestor, the Long-Eared Christmas Donkey",1977,"Animation,Drama,Family",6.9,2583
Olsen-banden deruda',1977,"Comedy,Crime,Family",6.7,1813
Once Upon a Brothers Grimm,1977,"Family,Fantasy,Musical",7.6,101
Piger til søs,1977,"Comedy,Family",5.6,380
The Prince of Central Park,1977,"Drama,Family",6.7,177
Sensei no tsushinbo,1977,Family,6.8,7
Sinbad and the Eye of the Tiger,1977,"Action,Adventure,Family",6.4,9030
Sreca na vrvici,1977,"Comedy,Family",7.8,618
Storm Boy,1976,"Drama,Family",6.9,1571
Stringimi forte papà,1978,"Drama,Family",5.1,14
Gli ultimi angeli,1978,"Drama,Family",6.8,38
Wombling Free,1977,"Comedy,Family,Musical",4.9,248
"Óscar, Kina y el láser",1978,"Adventure,Family,Fantasy",6.7,48
The Bad News Bears Go to Japan,1978,"Comedy,Family,Sport",3.7,3355
La ballade des Dalton,1978,"Animation,Comedy,Family",6.9,2306
The Billion Dollar Hobo,1977,"Comedy,Family",4.5,401
Billy Turf het dikste studentje ter wereld,1978,"Comedy,Family",6.2,56
Blue Fin,1978,"Adventure,Drama,Family",5.9,279
Blue Fire Lady,1977,"Drama,Family",6.2,96
Casey's Shadow,1978,"Drama,Family,Sport",6.1,720
The Cat from Outer Space,1978,"Comedy,Family,Sci-Fi",6.0,6370
A Christmas to Remember,1978,"Drama,Family",6.5,179
The Further Adventures of the Wilderness Family,1978,"Adventure,Family",6.3,810
Fængslende feriedage,1978,"Comedy,Family",5.4,200
The Hobbit,1977,"Adventure,Animation,Family",6.7,17431
International Velvet,1978,"Drama,Family,Sport",5.9,1700
Joi Baba Felunath,1979,"Adventure,Crime,Family",7.9,2435
Des kleinen Lokführers große Fahrt,1978,"Comedy,Family",7.3,13
The Magic of Lassie,1978,"Drama,Family,Musical",5.5,694
Matilda,1978,"Comedy,Crime,Family",3.6,523
Milagro en el circo,1979,"Comedy,Drama,Family",6.0,33
Mr. Too Little,1979,"Adventure,Family",5.4,24
The Nativity,1978,"Biography,Drama,Family",6.2,145
Olsen-banden går i krig,1978,"Comedy,Crime,Family",7.0,1889
Das Pferdemädchen,1979,"Drama,Family",7.3,20
Pinkeltje,1978,Family,6.2,126
Le pion,1978,"Comedy,Family,Romance",5.4,384
Podarok chyornogo kolduna,1979,"Adventure,Family,Fantasy",6.3,53
Pogrzeb swierszcza,1978,"Drama,Family",7.5,36
Poplach v oblacích,1979,"Comedy,Family,Fantasy",7.1,91
Return from Witch Mountain,1978,"Adventure,Family,Fantasy",5.7,5875
Return to Boggy Creek,1977,"Adventure,Drama,Family",2.9,705
Sammy's Super T-Shirt,1978,"Family,Sci-Fi",6.4,280
The Sea Gypsies,1978,"Adventure,Family",6.2,407
The Secret Life of Plants,1978,"Documentary,Family",7.2,207
"Ein Sonntagskind, das manchmal spinnt",1978,"Comedy,Family",6.7,24
Spider-Man Strikes Back,1978,"Action,Family,Fantasy",5.0,1129
Strange Companions,1983,Family,7.2,38
Sekai meisaku dôwa: Hakuchô no mizûmi,1981,"Adventure,Animation,Family",7.6,1017
Székács a köbön,1979,"Comedy,Drama,Family",6.3,22
Take Down,1979,"Comedy,Drama,Family",6.0,274
Tobi,1978,"Comedy,Drama,Family",5.7,290
Trocadéro bleu citron,1978,"Family,Romance",6.0,141
Tótágas,1976,"Adventure,Comedy,Family",5.8,42
The Water Babies,1978,"Adventure,Animation,Family",6.0,1532
Where's Willie?,1978,"Comedy,Family,Sci-Fi",5.6,80
Witch's Night Out,1978,"Animation,Family",7.2,510
The Wiz,1978,"Adventure,Family,Fantasy",5.6,18020
A pobezim az na kraj sveta,1979,"Drama,Family",6.8,82
Animalympics,1980,"Animation,Comedy,Family",6.8,2414
The Apple Dumpling Gang Rides Again,1979,"Comedy,Family,Western",6.0,3387
Aventuras de Pinín y sus amigos,1979,Family,6.6,7
Babushkin vnuk,1979,Family,5.6,19
The Black Stallion,1979,"Adventure,Family,Sport",7.4,14596
Blauvogel,1979,"Adventure,Drama,Family",6.0,157
Harness Fever,1977,"Adventure,Family",6.1,42
Brontosaurus,1980,Family,6.6,65
The Bugs Bunny/Road Runner Movie,1979,"Animation,Comedy,Family",7.3,4596
C.H.O.M.P.S.,1979,"Comedy,Family,Sci-Fi",4.9,1043
Chcialbym sie zgubic...,1979,"Drama,Family",6.4,6
Colargol i cudowna walizka,1980,"Animation,Family",6.2,29
Donovan's Kid,1979,"Adventure,Comedy,Family",6.7,70
The Double McGuffin,1979,"Family,Mystery",6.5,484
"Du är inte klok, Madicken",1979,"Comedy,Drama,Family",6.5,2044
Frak dlya shalopaya,1980,"Adventure,Family",5.8,22
Glück im Hinterhaus,1980,"Drama,Family",6.4,58
The Great Monkey Rip-Off,1979,"Comedy,Family",7.7,14
Die Gänsehirtin am Brunnen,1979,"Family,Fantasy",5.1,73
Hamare Tumhare,1979,Family,6.4,59
Hans Brinker,1969,"Drama,Family,Musical",6.7,159
Jesus,1979,"Biography,Drama,Family",7.1,2840
The Kid from Left Field,1979,"Comedy,Family,Sport",5.7,238
Die Kinder aus Nr. 67,1980,Family,6.7,65
The Little Convict,1979,"Animation,Drama,Family",6.8,108
Lucky Star,1979,"Drama,Family,Romance",5.0,29
Manzil,1979,"Drama,Family,Romance",6.9,361
Martijn en de magiër,1979,"Adventure,Family",6.9,136
Mountain Family Robinson,1979,"Adventure,Family",6.4,656
The Muppet Movie,1979,"Adventure,Comedy,Family",7.6,40731
Na pytlacke stezce,1979,"Adventure,Family",6.2,147
Neues vom Räuber Hotzenplotz,1979,Family,6.4,46
Kurumiwari ningyô,1979,"Animation,Family,Fantasy",6.8,313
"Okey, Mister Pancho",1981,"Adventure,Comedy,Family",7.2,98
Olsenbanden og Dynamitt-Harry mot nye høyder,1979,"Comedy,Crime,Family",6.4,837
Olsen-banden overgiver sig aldrig,1979,"Comedy,Crime,Family",6.8,1853
Alibaba Aur 40 Chor,1980,"Action,Adventure,Family",6.2,674
O Rei e os Trapalhões,1979,"Adventure,Comedy,Family",4.9,160
The Return of the King,1980,"Adventure,Animation,Family",5.7,5076
Rocky Carambola,1979,"Comedy,Family,Musical",4.5,43
Le roi et l'oiseau,1980,"Animation,Family,Fantasy",7.7,5729
Uno sceriffo extraterrestre... poco extra e molto terrestre,1979,"Action,Comedy,Family",6.1,4427
Never Never Land,1980,"Drama,Family",7.1,61
Solovey,1980,"Family,Musical",6.6,47
Spirit of the Wind,1979,"Adventure,Drama,Family",7.4,140
Tarka the Otter,1979,"Adventure,Drama,Family",6.7,489
The Spaceman and King Arthur,1979,"Adventure,Comedy,Family",5.2,1449
Wild Horse Hank,1979,"Adventure,Drama,Family",5.2,193
Den åttonde dagen,1979,"Drama,Family",5.8,67
Abang,1981,"Comedy,Drama,Family",8.3,45
Alma schafft alle,1980,"Comedy,Family",5.8,26
Las aventuras de Enrique y Ana,1981,"Adventure,Family,Musical",4.4,154
Barna från Blåsjöfjället,1980,Family,5.0,74
Osenniye kolokola,1979,"Family,Fantasy,Musical",6.7,72
De bende van hiernaast,1980,"Drama,Family",7.0,102
The Boy Who Drank Too Much,1980,"Drama,Family,Sport",6.4,166
Chissà perché... capitano tutte a me,1980,"Action,Comedy,Family",5.8,3198
Christmas Mountain,1981,"Adventure,Drama,Family",6.5,183
Cirkus Casablanca,1981,"Comedy,Drama,Family",5.9,222
Dangerous Davies: The Last Detective,1981,"Comedy,Crime,Family",7.0,401
"Dos y dos, cinco",1981,"Drama,Family",4.8,47
Dumbrava minunata,1980,"Comedy,Family,Fantasy",7.6,336
Fatty Finn,1980,"Comedy,Family",6.6,306
Amigo,1980,"Action,Drama,Family",6.8,57
The Ghosts of Buxley Hall,1980,"Comedy,Family,Fantasy",5.6,394
La guerra de los niños,1980,"Comedy,Drama,Family",4.7,157
Heerak Rajar Deshe,1980,"Comedy,Drama,Family",8.8,3227
Herbie Goes Bananas,1980,"Adventure,Comedy,Family",4.9,6481
High Ice,1980,"Adventure,Drama,Family",6.2,167
How to Eat Like a Child,1981,"Comedy,Drama,Family",7.9,21
Jesli serce masz bijace,1981,"Drama,Family,History",5.8,14
The Last Flight of Noah's Ark,1980,"Adventure,Family",5.7,1592
Lefty,1980,"Biography,Drama,Family",6.8,7
Little Lord Fauntleroy,1980,"Drama,Family,Romance",7.5,5680
Madicken på Junibacken,1980,"Comedy,Drama,Family",6.4,1729
Max und siebeneinhalb Jungen,1980,Family,5.1,12
Mr. Krueger's Christmas,1980,"Drama,Family,Fantasy",7.8,1228
My Bodyguard,1980,"Comedy,Drama,Family",7.1,11216
Deváté srdce,1979,"Adventure,Family,Fantasy",6.7,304
Thanksgiving in the Land of Oz,1980,"Animation,Comedy,Family",6.4,69
Pinocchio's Christmas,1980,"Animation,Comedy,Family",6.3,865
Pohádka o Honzíkovi a Marence,1980,"Adventure,Animation,Family",7.2,294
Popeye,1980,"Adventure,Comedy,Family",5.4,36011
Prins hatt under jorden,1980,"Family,Fantasy,Musical",4.3,116
Punktur punktur komma strik,1980,Family,6.2,50
Scout's Honor,1980,"Comedy,Drama,Family",5.9,132
Sonáta pro zrzku,1981,Family,6.2,32
Sølvmunn,1981,"Drama,Family",5.9,44
Trollsommar,1980,"Drama,Family,Fantasy",5.9,138
Tuck Everlasting,1981,"Drama,Family,Fantasy",6.5,392
Uchu kaijû Gamera,1980,"Family,Sci-Fi",3.6,1198
Vincent et moi,1990,"Drama,Family,Fantasy",6.2,342
The Watcher in the Woods,1980,"Family,Horror,Mystery",6.1,7432
The Wild and the Free,1980,"Adventure,Comedy,Family",6.9,56
Za trnkovym kerem,1981,Family,6.0,128
Zielone lata,1980,"Drama,Family,War",6.2,24
Jarinko Chie,1981,"Animation,Comedy,Family",7.1,767
Priklyucheniya Toma Soyera i Geklberri Finna,1982,"Adventure,Family",7.4,438
The Acorn People,1981,"Drama,Family",7.5,58
Als Unku Edes Freundin war,1981,"Drama,Family",6.5,24
Amy,1981,"Drama,Family",6.4,646
Las aventuras de Zipi y Zape,1982,"Comedy,Family,Musical",3.0,128
Billy Turf haantje de voorste,1982,"Comedy,Family",5.6,54
California Gold Rush,1981,"Family,Western",6.1,29
Charlie and the Great Balloon Chase,1981,"Adventure,Family",5.6,46
Chashme Buddoor,1981,"Comedy,Family,Romance",7.9,2736
The Devil and Max Devlin,1981,"Comedy,Family,Fantasy",5.0,1489
Doctors & Nurses,1981,"Comedy,Family",6.0,28
Earthbound,1981,"Comedy,Family,Sci-Fi",4.3,217
The Emperor of Peru,1982,"Adventure,Family,Fantasy",5.4,163
Fracchia la belva umana,1981,"Comedy,Family",6.7,1920
Friend or Foe,1982,Family,6.5,94
Going Ape!,1981,"Comedy,Crime,Family",4.1,997
Gummi-Tarzan,1981,"Drama,Family",6.4,1443
Haathkadi,1982,"Action,Drama,Family",5.4,47
Jako zajíci,1982,Family,6.5,47
